GENE	EVENT	AS_TYPE	dPSI_TAF2	dPSI_TAF2dIDR	direction_TAF2	direction_TAF2dIDR
PAQR6	HsaALTD0004574-2/2	Alt. Donor	9.369999999999997	35.26	NONE	UP
POLL	HsaALTD0004925-2/2	Alt. Donor	3.6000000000000014	25.770000000000003	NONE	UP
PTPRU	HsaALTD0005176-2/2	Alt. Donor	14.960000000000008	-7.909999999999997	NONE	NONE
RANBP1	HsaALTD0005283-3/4	Alt. Donor	1.8399999999999892	16.83	NONE	UP
RPL37	HsaALTD0005542-2/2	Alt. Donor	8.409999999999997	20.75	NONE	UP
RPSA	HsaALTD0005603-3/4	Alt. Donor	-9.04	20.06000000000001	NONE	UP
SAMD8	HsaALTD0005654-2/2	Alt. Donor	-6.710000000000001	-0.5399999999999991	NONE	NONE
SLCO1C1	HsaALTD0006054-2/2	Alt. Donor	-1.879999999999999	17.439999999999998	NONE	UP
SMARCAL1	HsaALTD0006070-2/4	Alt. Donor	0	17.039999999999992	NONE	UP
SPEF2	HsaALTD0006163-2/2	Alt. Donor	10.09	18.779999999999998	NONE	UP
TCTN1	HsaALTD0006449-1/2	Alt. Donor	-7.5200000000000005	18.669999999999998	NONE	UP
TECPR1	HsaALTD0006456-2/3	Alt. Donor	0.21000000000000085	15.280000000000001	NONE	UP
TMCO4	HsaALTD0006577-1/2	Alt. Donor	6.260000000000005	21.840000000000003	NONE	UP
TPT1	HsaALTD0006737-2/2	Alt. Donor	14.600000000000001	17.049999999999997	NONE	UP
TRIM13	HsaALTD0006768-2/2	Alt. Donor	8.71	18.07	NONE	UP
TSEN2	HsaALTD0006833-3/3	Alt. Donor	8.439999999999998	12.939999999999998	NONE	NONE
WDR82	HsaALTD0007211-2/2	Alt. Donor	12.82	15.53	NONE	UP
ZNF155	HsaALTD0007378-1/5	Alt. Donor	3.3200000000000003	-4.18	NONE	NONE
ZNF235	HsaALTD0007394-2/3	Alt. Donor	7.689999999999998	23.53	NONE	UP
ZNF341	HsaALTD0007429-1/2	Alt. Donor	13.619999999999997	15.04	NONE	UP
PKD1	HsaALTD1000723-2/2	Alt. Donor	9.669999999999998	21.650000000000002	NONE	UP
ALG9	HsaALTD1005874-2/3	Alt. Donor	11.719999999999999	18.769999999999996	NONE	UP
OCEL1	HsaALTD1007193-2/3	Alt. Donor	-0.2799999999999976	19.98	NONE	UP
SOS2	HsaALTD1007850-2/5	Alt. Donor	-13.219999999999999	6.199999999999989	NONE	NONE
PPP4R3A	HsaALTD1008017-3/3	Alt. Donor	-1.8999999999999986	21.270000000000003	NONE	UP
POLI	HsaALTD1008542-6/6	Alt. Donor	-7.340000000000001	16.56	NONE	UP
ZNF821	HsaALTD1008971-1/2	Alt. Donor	13.329999999999998	19.560000000000002	NONE	UP
ABCC3	HsaALTD1011478-2/2	Alt. Donor	14.080000000000013	26.180000000000007	NONE	UP
BIRC2	HsaALTD1011949-3/4	Alt. Donor	-0.7100000000000009	21.36	NONE	UP
SENP5	HsaALTD1015126-1/2	Alt. Donor	-5.549999999999997	21.11	NONE	UP
ARAP3	HsaALTD1015509-1/3	Alt. Donor	9.829999999999998	18.68	NONE	UP
EIF2S2	HsaALTD1017266-2/2	Alt. Donor	7.470000000000001	15.049999999999999	NONE	UP
RHBDF2	HsaALTD1018329-1/3	Alt. Donor	4.25	16.059999999999988	NONE	UP
CCDC142	HsaALTD1021047-2/2	Alt. Donor	-11.04	-14.869999999999997	NONE	NONE
ZNF189	HsaALTD1021716-4/4	Alt. Donor	3.99	19.94	NONE	UP
CUL4A	HsaALTD1023262-3/3	Alt. Donor	3.990000000000002	1.3500000000000014	NONE	NONE
NARF	HsaALTD1024062-2/2	Alt. Donor	12.2	16.67	NONE	UP
DLX1	HsaALTD1025236-2/3	Alt. Donor	13.21	20.46	NONE	UP
RPL37	HsaALTD1025657-2/2	Alt. Donor	8.71	18.35	NONE	UP
ROM1	HsaALTD1026905-1/2	Alt. Donor	12.73	16.73	NONE	UP
DGKE	HsaALTD1028132-1/2	Alt. Donor	-2.0999999999999943	15.670000000000002	NONE	UP
ANKRD29	HsaALTD1028162-2/2	Alt. Donor	9.159999999999997	17.669999999999987	NONE	UP
ROBO3	HsaALTD1028191-1/2	Alt. Donor	-0.9199999999999946	31.88000000000001	NONE	UP
ABCA5	HsaALTD1028260-1/2	Alt. Donor	12.310000000000002	17.620000000000005	NONE	UP
WHAMM	HsaALTD1028826-2/2	Alt. Donor	13.280000000000001	19.590000000000003	NONE	UP
BRSK1	HsaALTD1030196-1/2	Alt. Donor	10.189999999999998	21.620000000000005	NONE	UP
LSM12	HsaALTD1030559-3/3	Alt. Donor	-5.710000000000008	14.730000000000004	NONE	NONE
TFB2M	HsaALTD1031036-1/2	Alt. Donor	13.189999999999998	16.64	NONE	UP
PLEKHF1	HsaALTD1033173-3/3	Alt. Donor	0.33000000000000007	15.06	NONE	UP
KMT2D	HsaALTD1033874-3/4	Alt. Donor	-13.200000000000003	-17.380000000000003	NONE	DOWN
TMEM182	HsaALTD1035288-1/2	Alt. Donor	4.81	15.77	NONE	UP
RALGAPB	HsaALTD1035332-1/2	Alt. Donor	-7.100000000000001	18.159999999999997	NONE	UP
PWWP2B	HsaALTD1035856-2/2	Alt. Donor	5.310000000000002	19.800000000000004	NONE	UP
MIR31HG	HsaALTD1035902-1/2	Alt. Donor	0	16.23	NONE	UP
ZFAND4	HsaALTD1036214-2/2	Alt. Donor	3.33	15.25	NONE	UP
HECTD4	HsaALTD1036404-2/2	Alt. Donor	14.320000000000007	19.049999999999997	NONE	UP
SNHG11	HsaALTD1036871-2/2	Alt. Donor	3.7600000000000016	17.31	NONE	UP
GOLGA8A	HsaALTD1037205-2/2	Alt. Donor	12.469999999999999	23.419999999999998	NONE	UP
DOK7	HsaALTD1037385-1/2	Alt. Donor	10.170000000000002	23.480000000000004	NONE	UP
CHD9	HsaALTD1037727-3/3	Alt. Donor	-11.599999999999994	-2.6299999999999955	NONE	NONE
SHARPIN	HsaALTD1038347-2/2	Alt. Donor	0	16.450000000000003	NONE	UP
PCBP1-AS1	HsaALTD1038401-2/2	Alt. Donor	1.2600000000000051	21.28	NONE	UP
RCC1	HsaALTD1038505-2/2	Alt. Donor	13.13000000000001	15.219999999999999	NONE	UP
ADAT2	HsaALTD1041188-1/2	Alt. Donor	-14.189999999999998	8.159999999999997	NONE	NONE
ZNF165	HsaALTD1042116-2/4	Alt. Donor	10.77	19.1	NONE	UP
MDM4	HsaALTD1042899-2/2	Alt. Donor	-10.719999999999999	-12.930000000000007	NONE	NONE
TIMM23B	HsaALTD1043472-3/4	Alt. Donor	-14.86	-15.71	NONE	DOWN
SPIN3	HsaALTD1043518-2/3	Alt. Donor	7.920000000000002	15.63000000000001	NONE	UP
MROH6	HsaALTD1043770-1/2	Alt. Donor	12.439999999999998	27.939999999999998	NONE	UP
CHKB-AS1	HsaALTD1043944-3/4	Alt. Donor	-2.91	18	NONE	UP
GANC	HsaALTD1044334-1/3	Alt. Donor	-3.8699999999999974	24.61	NONE	UP
TRAF3IP2-AS1	HsaALTD1045760-2/2	Alt. Donor	6.210000000000008	22.150000000000006	NONE	UP
RP11-1149O23.3	HsaALTD1047052-4/4	Alt. Donor	13.289999999999992	15.39	NONE	UP
CTC-295J13.3	HsaALTD1047134-2/2	Alt. Donor	-5.800000000000004	27.54	NONE	UP
HAS2-AS1	HsaALTD1047216-2/2	Alt. Donor	-3.3299999999999983	38.34	NONE	UP
LINC00667	HsaALTD1048899-1/2	Alt. Donor	-5.23	21.14	NONE	UP
ZNF224	HsaALTD1049233-2/2	Alt. Donor	0	31.209999999999994	NONE	UP
PICSAR	HsaALTD1049709-2/2	Alt. Donor	2.5	-20.47	NONE	DOWN
CALM1	HsaALTD1050556-1/3	Alt. Donor	-12.619999999999997	-8.530000000000001	NONE	NONE
CCDC122	HsaALTD1050585-3/4	Alt. Donor	12.219999999999999	18.25	NONE	UP
COX17	HsaALTD1050771-2/2	Alt. Donor	10.95	19.13	NONE	UP
HPS4	HsaALTD1051457-3/3	Alt. Donor	5.5	12.769999999999996	NONE	NONE
INTS2	HsaALTD1051533-3/3	Alt. Donor	-4.030000000000001	19.68999999999999	NONE	UP
LINC01518	HsaALTD1051754-3/3	Alt. Donor	14.780000000000001	31.02000000000001	NONE	UP
MTMR11	HsaALTD1051990-1/3	Alt. Donor	0	16.67	NONE	UP
PIF1	HsaALTD1052271-1/3	Alt. Donor	12.940000000000012	3.8900000000000006	NONE	NONE
SGO1	HsaALTD1053090-3/4	Alt. Donor	13.14	18.489999999999995	NONE	UP
TMEM218	HsaALTD1053437-2/2	Alt. Donor	12.880000000000003	34.24	NONE	UP
ZBTB3	HsaALTD1053712-1/2	Alt. Donor	11.54	25	NONE	UP
ZKSCAN4	HsaALTD1053745-2/5	Alt. Donor	1.2999999999999998	25.28	NONE	UP
ZNF510	HsaALTD1053797-2/2	Alt. Donor	4.440000000000001	29.41	NONE	UP
ZNF70	HsaALTD1053824-4/4	Alt. Donor	-3.1000000000000014	15.469999999999999	NONE	UP
ANKRD12	HsaALTD1053926-2/2	Alt. Donor	9.459999999999999	15.8	NONE	UP
LINC01481	HsaEX0000053	Exon	1.9000000000000021	15.970000000000002	NONE	UP
ABCA5	HsaEX0000276	Exon	0	-15.790000000000006	NONE	DOWN
ABCC3	HsaEX0000444	Exon	7.38000000000001	21.090000000000003	NONE	UP
ABCC3	HsaEX0000450	Exon	9.040000000000006	25	NONE	UP
ZNF283	HsaEX0000959	Exon	-2.799999999999997	-44.37	NONE	DOWN
MROH1	HsaEX0001567	Exon	-6.25	-20	NONE	DOWN
PCBP1-AS1	HsaEX0001620	Exon	-13.54	-20.18	NONE	DOWN
ACACB	HsaEX0001716	Exon	-1.9599999999999937	-15.010000000000005	NONE	DOWN
ACAD10	HsaEX0001739	Exon	3.1899999999999977	2.8200000000000003	NONE	NONE
ADAM11	HsaEX0002276	Exon	10.050000000000011	25.78	NONE	UP
ADARB1	HsaEX0002628	Exon	1.740000000000002	17.130000000000003	NONE	UP
ADARB1	HsaEX0002629	Exon	-3.509999999999998	18.250000000000007	NONE	UP
ADCK1	HsaEX0002674	Exon	10.239999999999995	7.909999999999997	NONE	NONE
ETNPPL	HsaEX0003202	Exon	-5.950000000000003	19.049999999999997	NONE	UP
AHCTF1	HsaEX0003217	Exon	0.5600000000000023	-16.739999999999995	NONE	DOWN
ALDH3A1	HsaEX0003625	Exon	-9.780000000000001	0.6099999999999994	NONE	NONE
ANK2	HsaEX0004138	Exon	-0.9500000000000028	18.67	NONE	UP
ANKRD44	HsaEX0004497	Exon	-8	-16	NONE	DOWN
ANO8	HsaEX0004680	Exon	-1.4599999999999937	-19.47	NONE	DOWN
ANP32B	HsaEX0004687	Exon	12.18	17.490000000000002	NONE	UP
AOC3	HsaEX0004775	Exon	12.86	20	NONE	UP
ARAP3	HsaEX0005301	Exon	-1.8200000000000074	-15.459999999999994	NONE	DOWN
ARHGAP12	HsaEX0005409	Exon	-2.1000000000000014	-15.540000000000003	NONE	DOWN
ARHGAP29	HsaEX0005481	Exon	13.739999999999995	20.25	NONE	UP
ARHGEF10	HsaEX0005569	Exon	11.61	3.769999999999996	NONE	NONE
ARHGEF26	HsaEX0005673	Exon	4.390000000000001	16.980000000000004	NONE	UP
ASH1L	HsaEX0006273	Exon	-3.739999999999995	-15.379999999999995	NONE	DOWN
ATP7A	HsaEX0007019	Exon	-8.850000000000009	-15.790000000000006	NONE	DOWN
ATP7B	HsaEX0007036	Exon	0	-25.799999999999997	NONE	DOWN
ATP7B	HsaEX0007041	Exon	-7.739999999999995	-18.67	NONE	DOWN
ATP7B	HsaEX0007042	Exon	-10.530000000000001	-17.39	NONE	DOWN
B3GALNT1	HsaEX0007416	Exon	11.93	0.6399999999999988	NONE	NONE
BACH2	HsaEX0007536	Exon	9.94	15.65	NONE	UP
BAZ2B	HsaEX0007736	Exon	4.929999999999993	-18.680000000000007	NONE	DOWN
BEND6	HsaEX0008021	Exon	-3.799999999999997	21.75	NONE	UP
BMPR1B	HsaEX0008238	Exon	-14.809999999999995	32.7	NONE	UP
TSPOAP1	HsaEX0008754	Exon	2.6899999999999977	16.489999999999995	NONE	UP
C11orf80	HsaEX0009072	Exon	-14.14	-23.02	NONE	DOWN
UNKL	HsaEX0009607	Exon	-5.700000000000003	-15.600000000000009	NONE	DOWN
MIR22HG	HsaEX0009838	Exon	0.12000000000000455	-15.989999999999995	NONE	DOWN
C1QTNF3	HsaEX0010057	Exon	12	22.909999999999997	NONE	UP
TSACC	HsaEX0010201	Exon	0	-16.25	NONE	DOWN
ISM1	HsaEX0010516	Exon	6.900000000000006	-15.319999999999993	NONE	DOWN
SLX4IP	HsaEX0010520	Exon	-1.2100000000000009	28.409999999999997	NONE	UP
WDPCP	HsaEX0010809	Exon	7.700000000000003	16.730000000000004	NONE	UP
FAXC	HsaEX0011283	Exon	-3.1899999999999977	-16.86	NONE	DOWN
C6orf203	HsaEX0011328	Exon	-7.410000000000011	-17.13000000000001	NONE	DOWN
C8orf44	HsaEX0011544	Exon	5.079999999999998	15.810000000000002	NONE	UP
MROH6	HsaEX0011557	Exon	4.150000000000006	16.010000000000005	NONE	UP
C9orf85	HsaEX0011742	Exon	12.460000000000008	16.620000000000005	NONE	UP
CACNB1	HsaEX0012052	Exon	5.560000000000002	-15.139999999999999	NONE	DOWN
CACNB2	HsaEX0012060	Exon	10.079999999999998	28.740000000000002	NONE	UP
CAPRIN2	HsaEX0012402	Exon	-9.200000000000003	-16.69	NONE	DOWN
CCDC15	HsaEX0013079	Exon	0	-21.97	NONE	DOWN
CCDC150	HsaEX0013093	Exon	-0.8600000000000012	-15.23	NONE	DOWN
CCDC150	HsaEX0013098	Exon	-2.1200000000000045	-34.25	NONE	DOWN
CCDC150	HsaEX0013099	Exon	0.3000000000000007	17.18	NONE	UP
CCDC159	HsaEX0013126	Exon	-14.909999999999997	-24.239999999999995	NONE	DOWN
CCDC159	HsaEX0013128	Exon	0	-14.629999999999995	NONE	NONE
CCDC57	HsaEX0013322	Exon	8.57	19.560000000000002	NONE	UP
CCDC7	HsaEX0013420	Exon	1.289999999999992	5.280000000000001	NONE	NONE
CCNJL	HsaEX0013656	Exon	-0.6299999999999955	19.510000000000005	NONE	UP
CELSR3	HsaEX0014558	Exon	7.689999999999998	-25.340000000000003	NONE	DOWN
CLCN2	HsaEX0015533	Exon	5.959999999999994	-16.75	NONE	DOWN
COBLL1	HsaEX0016160	Exon	8.7	16.13	NONE	UP
COL4A3	HsaEX0016538	Exon	-3.2600000000000016	-15.690000000000001	NONE	DOWN
COL4A4	HsaEX0016553	Exon	1.3500000000000085	-15.769999999999996	NONE	DOWN
CORO6	HsaEX0016878	Exon	-0.44000000000001194	19.44999999999999	NONE	UP
CREBZF	HsaEX0017210	Exon	-10.82	-1.4100000000000001	NONE	NONE
TMEM161B-AS1	HsaEX0017703	Exon	-3.33	0.9600000000000009	NONE	NONE
CYB5RL	HsaEX0018189	Exon	10.100000000000009	18.189999999999998	NONE	UP
CYP2U1	HsaEX0018305	Exon	-13.069999999999993	-17.11	NONE	DOWN
D2HGDH	HsaEX0018394	Exon	10.070000000000007	1.269999999999996	NONE	NONE
DEF6	HsaEX0019069	Exon	0	-21.379999999999995	NONE	DOWN
EXO5	HsaEX0019086	Exon	-1.990000000000002	-10.810000000000002	NONE	NONE
DEPDC5	HsaEX0019272	Exon	10.739999999999995	-10.159999999999997	NONE	NONE
DHRS12	HsaEX0019516	Exon	-2.1099999999999994	-16.590000000000003	NONE	DOWN
DHRS12	HsaEX0019523	Exon	0	15.77	NONE	UP
DNM1	HsaEX0020438	Exon	-12.620000000000001	-15.689999999999998	NONE	DOWN
E2F8	HsaEX0021429	Exon	13.409999999999997	15.620000000000005	NONE	UP
EML5	HsaEX0022383	Exon	-4.930000000000007	17.439999999999998	NONE	UP
EML5	HsaEX0022385	Exon	-11.14	-18.799999999999997	NONE	DOWN
ERI2	HsaEX0023066	Exon	13.919999999999995	1.4299999999999997	NONE	NONE
EXD3	HsaEX0023411	Exon	-7.69	-15.38	NONE	DOWN
FAM135A	HsaEX0023988	Exon	6.469999999999999	-11.899999999999999	NONE	NONE
FAM151B	HsaEX0024057	Exon	-13.250000000000002	-15.060000000000002	NONE	DOWN
FAM160A1	HsaEX0024078	Exon	0.9099999999999966	-24.400000000000006	NONE	DOWN
FAM160A1	HsaEX0024082	Exon	-2.719999999999999	-18.529999999999994	NONE	DOWN
RMDN2	HsaEX0024656	Exon	8.670000000000002	16.67	NONE	UP
FBXO25	HsaEX0025272	Exon	-11.680000000000007	-14.760000000000005	NONE	NONE
FCF1	HsaEX0025397	Exon	7.1199999999999974	20.190000000000005	NONE	UP
FCGRT	HsaEX0025407	Exon	11.850000000000009	15.170000000000002	NONE	UP
FGGY	HsaEX0025698	Exon	7.439999999999998	-9.350000000000009	NONE	NONE
FLVCR2	HsaEX0025989	Exon	-10.08999999999999	-37.099999999999994	NONE	DOWN
FRYL	HsaEX0026477	Exon	-14.990000000000002	-22.560000000000002	NONE	DOWN
GAA	HsaEX0026729	Exon	-10.590000000000003	-4.320000000000007	NONE	NONE
GALK2	HsaEX0026862	Exon	7.489999999999995	24.439999999999998	NONE	UP
GINS1	HsaEX0027480	Exon	13.290000000000006	8.909999999999997	NONE	NONE
GLI3	HsaEX0027614	Exon	0	-16.67	NONE	DOWN
GPATCH2	HsaEX0028107	Exon	-2.259999999999991	-15.450000000000003	NONE	DOWN
GPC2	HsaEX0028142	Exon	6.01	19.58	NONE	UP
GPR156	HsaEX0028340	Exon	-4.760000000000005	-19.049999999999997	NONE	DOWN
HACE1	HsaEX0029198	Exon	-5.560000000000002	-16.129999999999995	NONE	DOWN
HACE1	HsaEX0029199	Exon	-1.3700000000000045	-30.49000000000001	NONE	DOWN
HAGHL	HsaEX0029228	Exon	-12.22999999999999	4.77000000000001	NONE	NONE
HCN3	HsaEX0029358	Exon	-4.450000000000003	-16.39	NONE	DOWN
HDAC8	HsaEX0029450	Exon	8.450000000000003	14.440000000000012	NONE	NONE
MROH1	HsaEX0029577	Exon	3.5799999999999983	-17.580000000000002	NONE	DOWN
HSD3B7	HsaEX0030562	Exon	-0.5899999999999963	19.320000000000007	NONE	UP
HSF4	HsaEX0030592	Exon	-14.13000000000001	-21.99000000000001	NONE	DOWN
HYLS1	HsaEX0030775	Exon	7.039999999999992	-17.220000000000006	NONE	DOWN
IGF2BP2	HsaEX0031140	Exon	6.140000000000001	21.86	NONE	UP
IQCE	HsaEX0032098	Exon	-9.640000000000008	-17.200000000000003	NONE	DOWN
IRF7	HsaEX0032238	Exon	0	17.470000000000013	NONE	UP
ITGA2	HsaEX0032328	Exon	14.120000000000005	20	NONE	UP
JSRP1	HsaEX0032806	Exon	0	-19.510000000000005	NONE	DOWN
KCNN4	HsaEX0033081	Exon	13.419999999999995	4.880000000000003	NONE	NONE
KCTD8	HsaEX0033194	Exon	-13.899999999999999	-19.68	NONE	DOWN
KIAA0895L	HsaEX0033815	Exon	-3.719999999999999	-19.009999999999998	NONE	DOWN
KIAA0895L	HsaEX0033817	Exon	-0.28000000000000114	-18.22	NONE	DOWN
CEP126	HsaEX0034046	Exon	3.8100000000000023	22.370000000000005	NONE	UP
EPG5	HsaEX0034226	Exon	-3.280000000000001	-25.21	NONE	DOWN
KLHL17	HsaEX0034772	Exon	-11.61	-5.36999999999999	NONE	NONE
L3MBTL1	HsaEX0035123	Exon	0	-27.58	NONE	DOWN
L3MBTL3	HsaEX0035149	Exon	-13.709999999999997	-20.979999999999997	NONE	DOWN
CERS4	HsaEX0035436	Exon	-6.8500000000000085	-19.680000000000007	NONE	DOWN
LCAT	HsaEX0035492	Exon	-13.7	-17.169999999999998	NONE	DOWN
LIN37	HsaEX0035861	Exon	-11.670000000000002	-9.689999999999998	NONE	NONE
LIN7B	HsaEX0035879	Exon	8.850000000000009	15.800000000000011	NONE	UP
LMLN	HsaEX0036048	Exon	9.329999999999998	16	NONE	UP
LPIN1	HsaEX0036265	Exon	0	7.86	NONE	NONE
LRP12	HsaEX0036405	Exon	-13.659999999999997	-18.270000000000003	NONE	DOWN
LRRCC1	HsaEX0036718	Exon	0.8800000000000026	15.18	NONE	UP
LRRFIP1	HsaEX0036734	Exon	6.890000000000001	21.200000000000003	NONE	UP
LRRFIP1	HsaEX0036735	Exon	12.58	18.64	NONE	UP
LSM12	HsaEX0036839	Exon	-4.58	-12.61	NONE	NONE
LTK	HsaEX0036972	Exon	0	-19.060000000000002	NONE	DOWN
MACF1	HsaEX0037166	Exon	3.739999999999995	-16.930000000000007	NONE	DOWN
MAP2	HsaEX0037463	Exon	-2.0600000000000023	-18.500000000000004	NONE	DOWN
MCOLN2	HsaEX0038295	Exon	14.720000000000002	14.989999999999998	NONE	NONE
MEI1	HsaEX0038779	Exon	-9.349999999999994	-16.33	NONE	DOWN
MEIS1	HsaEX0038792	Exon	-8.690000000000005	-20.800000000000004	NONE	DOWN
MFSD8	HsaEX0039050	Exon	6.02000000000001	13.470000000000013	NONE	NONE
MNX1	HsaEX0039729	Exon	7.109999999999999	15.540000000000006	NONE	UP
CDKN2B-AS1	HsaEX0040407	Exon	13.980000000000004	19.310000000000002	NONE	UP
MTR	HsaEX0040697	Exon	-11.450000000000003	-3.299999999999997	NONE	NONE
MYO18A	HsaEX0041047	Exon	9.270000000000003	-17.060000000000002	NONE	DOWN
NCOA3	HsaEX0042062	Exon	-12.730000000000004	-9.560000000000002	NONE	NONE
NCOA7	HsaEX0042095	Exon	-8.560000000000002	-5.18	NONE	NONE
NDRG2	HsaEX0042234	Exon	-1.2800000000000011	-18.10000000000001	NONE	DOWN
NIN	HsaEX0042924	Exon	-12.5	-14.220000000000002	NONE	NONE
NPAS2	HsaEX0043467	Exon	-8.79	-16.409999999999997	NONE	DOWN
NPHP3	HsaEX0043533	Exon	-11.86	-24.549999999999997	NONE	DOWN
NPL	HsaEX0043580	Exon	-3.0900000000000034	-15.299999999999997	NONE	DOWN
NRCAM	HsaEX0043767	Exon	12.900000000000006	12.900000000000006	NONE	NONE
OASL	HsaEX0044500	Exon	0.9200000000000017	-15.450000000000003	NONE	DOWN
OAZ3	HsaEX0044506	Exon	6.140000000000001	-29.53	NONE	DOWN
OFD1	HsaEX0044659	Exon	2.719999999999999	-15.259999999999998	NONE	DOWN
PANX2	HsaEX0045384	Exon	-7.590000000000003	-17.05	NONE	DOWN
PAPLN	HsaEX0045422	Exon	0.20000000000000284	21.400000000000006	NONE	UP
PAPLN	HsaEX0045424	Exon	-5.659999999999997	-15.030000000000001	NONE	DOWN
PAQR6	HsaEX0045492	Exon	2.799999999999997	15.579999999999998	NONE	UP
PASK	HsaEX0045664	Exon	7.72999999999999	11.909999999999997	NONE	NONE
PCNX2	HsaEX0045997	Exon	-7.689999999999998	20.759999999999998	NONE	UP
PFKM	HsaEX0046752	Exon	-9.439999999999998	-15.950000000000003	NONE	DOWN
PGAP1	HsaEX0046781	Exon	-13.670000000000009	-16.010000000000005	NONE	DOWN
PGAP3	HsaEX0046794	Exon	-13.269999999999996	0	NONE	NONE
PLA2G4C	HsaEX0047947	Exon	11.670000000000002	15.739999999999995	NONE	UP
PLEKHA7	HsaEX0048292	Exon	-4.569999999999993	-16.239999999999995	NONE	DOWN
PLK3	HsaEX0048451	Exon	1.1899999999999977	18.099999999999994	NONE	UP
NA	HsaEX0048689	Exon	-0.21000000000000085	21.9	NONE	UP
PPL	HsaEX0049467	Exon	-8.079999999999998	18.03	NONE	UP
PRELID2	HsaEX0049987	Exon	0	-28.08	NONE	DOWN
PROC	HsaEX0050308	Exon	-2.7200000000000024	16.84	NONE	UP
PROS1	HsaEX0050336	Exon	-9.329999999999998	-15.269999999999998	NONE	DOWN
PRSS53	HsaEX0050487	Exon	1.2700000000000031	45.71	NONE	UP
PTPDC1	HsaEX0050918	Exon	3.549999999999997	22.509999999999998	NONE	UP
PTPN13	HsaEX0050973	Exon	-1.0499999999999972	-16.89	NONE	DOWN
PTPN4	HsaEX0051040	Exon	9.559999999999999	17.83	NONE	UP
PTPN4	HsaEX0051051	Exon	-13.530000000000001	-15.879999999999995	NONE	DOWN
QRICH2	HsaEX0051482	Exon	4.950000000000003	-18.179999999999993	NONE	DOWN
RABGAP1L	HsaEX0051812	Exon	-6.040000000000006	-13.719999999999999	NONE	NONE
RAD51D	HsaEX0051916	Exon	7.830000000000005	15.57	NONE	UP
MOK	HsaEX0051995	Exon	-12.350000000000001	-31.89	NONE	DOWN
RALGPS1	HsaEX0052092	Exon	-5.980000000000004	20.689999999999998	NONE	UP
RARRES2	HsaEX0052326	Exon	3.1799999999999926	-16.950000000000003	NONE	DOWN
RASSF7	HsaEX0052492	Exon	-13.579999999999998	-18.86	NONE	DOWN
RDM1	HsaEX0052949	Exon	-1.0600000000000023	16.809999999999988	NONE	UP
RECK	HsaEX0052973	Exon	-3.950000000000003	-15.019999999999996	NONE	DOWN
RELL2	HsaEX0053026	Exon	8.980000000000004	-15.489999999999995	NONE	DOWN
RGS12	HsaEX0053358	Exon	-7.349999999999994	17.14	NONE	UP
RHPN1	HsaEX0053547	Exon	6.329999999999998	-17.620000000000005	NONE	DOWN
RHPN1	HsaEX0053549	Exon	-9.870000000000005	21.53	NONE	UP
RILP	HsaEX0053628	Exon	11.289999999999992	20.599999999999994	NONE	UP
LINC01270	HsaEX0054587	Exon	13.319999999999993	35.5	NONE	UP
RP11-37B2.1	HsaEX0054708	Exon	-3.8599999999999994	-15.17	NONE	DOWN
RP11-390P2.4	HsaEX0054743	Exon	3.549999999999997	18.33	NONE	UP
ARHGEF28	HsaEX0054792	Exon	-8.560000000000002	-15.040000000000006	NONE	DOWN
UBA6-AS1	HsaEX0054858	Exon	13.290000000000006	16.67	NONE	UP
FIRRE	HsaEX0054867	Exon	-6.599999999999994	15.990000000000009	NONE	UP
SUCLG2-AS1	HsaEX0055156	Exon	8.43	18.560000000000002	NONE	UP
RP4-756H11.3	HsaEX0055322	Exon	0.779999999999994	-13.840000000000003	NONE	NONE
RPL18A	HsaEX0055494	Exon	14.81	29.85	NONE	UP
NA	HsaEX0055498	Exon	9.62	32.65	NONE	UP
SAMD12	HsaEX0056143	Exon	9.219999999999999	24.599999999999994	NONE	UP
SCAPER	HsaEX0056402	Exon	0.6700000000000017	-17.189999999999998	NONE	DOWN
SCMH1	HsaEX0056512	Exon	12.550000000000004	-5.729999999999997	NONE	NONE
SEC14L4	HsaEX0056814	Exon	0	-15.790000000000006	NONE	DOWN
SFMBT2	HsaEX0057619	Exon	8.230000000000004	15.64	NONE	UP
SGK3	HsaEX0057811	Exon	0	-16.67	NONE	DOWN
SHARPIN	HsaEX0058132	Exon	6.25	10.590000000000003	NONE	NONE
SLC16A14	HsaEX0058715	Exon	0.8499999999999943	18.209999999999994	NONE	UP
SLC22A23	HsaEX0058883	Exon	0	-16	NONE	DOWN
SLC8B1	HsaEX0058959	Exon	-7.949999999999989	-18.729999999999997	NONE	DOWN
SLC25A33	HsaEX0059093	Exon	4.609999999999999	18.39	NONE	UP
SLC25A45	HsaEX0059143	Exon	-2.6299999999999955	16.710000000000008	NONE	UP
SLC2A11	HsaEX0059276	Exon	-11.54	-14.659999999999997	NONE	NONE
SLC2A13	HsaEX0059286	Exon	2.8000000000000007	-18.78	NONE	DOWN
SLC35F3	HsaEX0059442	Exon	0	-20.180000000000007	NONE	DOWN
SLC38A6	HsaEX0059567	Exon	-10.079999999999998	-6.099999999999994	NONE	NONE
SMTN	HsaEX0060536	Exon	13.509999999999991	16.78	NONE	UP
SNED1	HsaEX0060670	Exon	8.180000000000007	18.180000000000007	NONE	UP
SNX21	HsaEX0060838	Exon	13.979999999999999	15.83	NONE	UP
