EVENT	HeLa_FRT	HeLa_FRT_A	HeLa_FRT_B	HeLa_FRT_C	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_C	HeLa_TAF2	HeLa_TAF2_A	HeLa_TAF2_B	HeLa_TAF2_C
ZC3H10=HsaEX0072213	91.55	100.00	100.00	76.92	98.00	100.00	100.00	94.12	100.00	100.00	100.00	100.00
RAB11FIP5=HsaEX0051567	23.57	20.00	31.91	20.00	27.64	21.84	32.35	31.82	25.56	NA	18.75	NA
DOCK10=HsaEX0020534	95.24	NA	NA	NA	96.43	100.00	100.00	NA	84.21	NA	NA	NA
FLNB=HsaEX0025930	24.25	29.20	22.72	22.51	27.20	20.18	38.74	23.56	24.60	15.77	27.67	28.97
RCBTB1=HsaEX0052858	80.65	100.00	82.61	NA	91.78	85.19	93.55	NA	90.12	92.59	93.10	84.00
SAP130=HsaEX0056190	56.48	50.94	60.00	56.76	60.55	66.86	58.27	54.69	59.51	51.79	57.41	69.81
TMOD1=HsaEX0066043	73.68	NA	NA	NA	80.00	NA	NA	NA	87.50	NA	NA	NA
ARHGEF39=HsaEX0011575	88.41	NA	NA	NA	72.15	NA	NA	NA	72.41	NA	NA	NA
CMTR1=HsaEX0026549	24.62	NA	NA	NA	24.04	NA	NA	12.06	NA	NA	NA	NA
TFAP2A=HsaEX0064592	8.11	NA	NA	NA	20.00	NA	NA	NA	23.08	NA	NA	NA
TMEM63B=HsaEX0065920	17.24	NA	NA	NA	3.45	NA	NA	NA	7.69	NA	NA	NA
VARS2=HsaEX0070229	73.01	78.82	72.09	69.64	71.08	75.95	62.90	73.02	67.80	72.55	58.93	72.48
CPEB2=HsaEX0016966	5.80	8.20	5.89	4.43	15.55	12.83	13.69	21.90	14.05	20.53	3.06	19.44
CREBZF=HsaEX0017210	25.21	25.77	25.65	24.26	23.80	23.12	24.11	24.36	14.39	13.88	13.98	15.38
NEK1=HsaEX0042471	79.89	80.49	75.31	85.96	76.30	72.04	72.73	88.46	72.38	65.71	71.88	82.98
UACA=HsaEX0068578	80.34	81.78	70.62	87.06	89.30	84.34	95.28	92.75	94.72	100.00	89.74	95.43
PLCB2=HsaEX0048057	66.67	NA	NA	NA	55.56	NA	NA	NA	68.42	NA	NA	NA
MFSD13A=HsaEX0065617	0.00	NA	0.00	NA	8.91	11.55	9.42	NA	5.25	0.00	13.76	2.86
SENP7=HsaEX0057226	91.89	90.00	83.33	100.00	100.00	100.00	100.00	100.00	93.94	100.00	NA	NA
COX17=HsaEX0016903	93.33	87.88	95.24	95.56	80.89	82.76	73.91	84.91	82.89	85.45	69.81	95.45
FAM13A=HsaEX0023997	9.28	NA	18.75	2.22	3.19	4.65	1.59	2.56	3.45	2.33	0.00	9.09
HERC3=HsaEX0029769	89.33	90.00	87.10	91.67	90.48	90.24	100.00	83.33	96.77	NA	100.00	100.00
KIAA1109=HsaEX0033937	62.56	NA	77.78	NA	51.69	NA	55.01	NA	58.71	NA	NA	NA
BMPR1B=HsaEX0008241	88.40	NA	NA	92.70	95.88	100.00	100.00	NA	83.82	88.34	NA	NA
PRDM5=HsaEX0049955	92.16	NA	100.00	89.47	88.24	92.86	NA	NA	100.00	100.00	NA	100.00
EGF=HsaEX0021797	100.00	NA	NA	NA	68.00	NA	NA	NA	NA	NA	NA	NA
FGD4=HsaEX0025614	100.00	NA	NA	NA	92.24	85.35	100.00	NA	93.95	NA	NA	NA
LGR5=HsaEX0035704	93.16	83.33	100.00	95.74	86.15	92.31	84.62	79.49	84.27	100.00	77.14	83.33
ZIC5=HsaEX0072810	46.77	46.53	49.30	44.19	45.30	42.73	45.71	50.50	58.10	56.10	64.91	53.72
CDAN1=HsaEX0013956	80.00	84.31	70.21	90.77	74.12	64.10	74.29	91.18	72.63	85.07	62.50	69.49
CDAN1=HsaEX0013962	95.12	100.00	96.49	90.62	96.65	100.00	87.76	100.00	89.16	96.49	76.27	96.00
MYLK3=HsaEX6043534	71.43	69.23	63.96	84.42	68.64	68.06	72.73	66.04	72.58	84.09	75.51	61.06
TXNL4B=HsaEX0068484	9.09	NA	NA	NA	9.09	NA	NA	NA	0.00	NA	NA	NA
NLRC5=HsaEX0043114	91.24	100.00	88.24	87.76	88.46	86.11	91.78	87.30	100.00	100.00	100.00	100.00
GID4=HsaEX0009753	97.35	94.74	100.00	96.88	93.03	93.26	96.61	88.68	86.17	74.19	91.04	93.22
ABCA8=HsaEX1001321	2.33	NA	NA	NA	5.26	5.56	NA	NA	15.79	4.35	NA	NA
G6PC3=HsaEX0026719	NA	NA	NA	NA	13.04	NA	NA	NA	25.93	NA	NA	NA
GAREM1=HsaEX0024535	NA	NA	NA	NA	90.10	NA	NA	NA	100.00	NA	NA	NA
GREB1L=HsaEX0028595	32.45	NA	NA	NA	46.38	NA	NA	NA	36.31	NA	NA	NA
GREB1L=HsaEX0028596	100.00	NA	100.00	100.00	100.00	100.00	NA	100.00	84.62	NA	NA	NA
TMC6=HsaEX0065253	54.15	NA	NA	NA	62.50	NA	NA	NA	45.27	NA	NA	NA
STAC2=HsaEX0062134	90.00	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA
VAV1=HsaEX0070247	92.79	100.00	100.00	80.00	95.65	96.61	89.19	100.00	96.64	90.48	100.00	100.00
ZNF614=HsaEX0074046	22.70	24.42	21.88	22.13	24.05	17.85	26.96	33.33	25.75	20.46	21.26	37.50
PADI1=HsaEX6028757	100.00	NA	NA	NA	82.86	NA	NA	NA	87.50	NA	NA	NA
ECM1=HsaEX0021520	100.00	NA	NA	NA	100.00	NA	100.00	NA	91.89	NA	84.10	NA
EFNA3=HsaEX0021749	72.41	81.82	63.16	77.78	92.59	86.21	100.00	91.67	78.57	NA	81.82	78.38
HCN3=HsaEX0029358	95.56	NA	NA	90.00	79.17	NA	NA	NA	91.11	NA	NA	NA
LYST=HsaEX6037428	100.00	NA	NA	NA	82.86	NA	NA	NA	100.00	NA	NA	NA
VPS54=HsaEX0070658	82.71	74.36	86.09	87.54	91.14	86.81	94.31	94.96	90.69	91.20	87.98	92.48
SNRPG=HsaEX1038313	7.46	NA	3.70	11.11	5.56	0.00	0.00	16.67	13.04	NA	NA	NA
UBR3=HsaEX0068975	76.40	81.40	78.46	69.81	75.93	80.20	73.77	70.37	70.71	75.76	61.76	75.00
CCDC150=HsaEX0013087	23.26	28.57	16.67	NA	26.42	26.83	NA	13.51	13.21	12.50	16.67	10.53
LRIG1=HsaEX0036374	92.21	90.99	100.00	87.27	88.42	93.03	77.37	94.54	90.81	96.09	87.59	87.17
DGKQ=HsaEX0019468	0.00	NA	0.00	0.00	5.49	5.38	7.69	NA	17.24	NA	NA	NA
ANK2=HsaEX0004121	9.59	NA	NA	NA	15.29	NA	NA	NA	2.86	NA	NA	NA
ANK2=HsaEX0004129	91.30	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA
METTL14=HsaEX0038897	89.11	90.38	90.77	86.09	87.04	88.83	82.31	89.78	80.63	81.20	86.96	73.23
ARHGAP26=HsaEX1004472	27.27	NA	NA	NA	25.49	NA	NA	4.00	15.38	NA	NA	NA
SDK1=HsaEX0056767	91.30	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA
ZNF182=HsaEX0073120	48.15	NA	NA	31.25	37.59	34.55	42.22	36.59	46.15	NA	NA	NA
TAF1=HsaEX0063414	36.45	28.22	35.29	44.61	43.39	48.21	37.90	42.76	43.84	38.25	50.41	43.14
IGSF1=HsaEX0031175	45.95	NA	NA	27.27	66.67	NA	NA	NA	61.19	NA	NA	NA
VLDLR=HsaEX0070392	18.62	NA	NA	NA	26.09	NA	NA	NA	NA	NA	NA	NA
NR6A1=HsaEX6062990	90.48	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA
MIGA2=HsaEX0024630	39.52	35.29	33.83	47.89	33.20	34.78	32.89	30.94	33.67	25.19	36.05	39.84
FAM171A1=HsaEX0024149	91.42	89.33	91.47	92.79	85.22	91.14	78.12	85.02	93.84	100.00	92.44	90.22
TTC12=HsaEX0067746	87.74	NA	NA	NA	100.00	NA	100.00	NA	94.93	NA	NA	NA
CHEK1=HsaEX0015141	59.81	64.00	60.00	57.58	59.84	57.45	66.29	54.55	65.41	65.38	53.42	80.00
SIDT2=HsaEX0058270	74.44	64.71	93.94	71.43	73.48	65.71	84.31	73.33	79.59	78.26	88.46	71.43
ARID5B=HsaEX0005820	73.83	71.43	74.19	75.00	78.64	82.46	NA	75.00	87.30	NA	NA	87.10
C11orf57=HsaEX0009018	64.27	55.56	78.15	55.91	64.03	64.35	73.12	NA	72.57	72.18	NA	68.04
MMAA=HsaEX0039613	100.00	NA	NA	NA	95.05	NA	NA	NA	77.44	NA	NA	NA
ASAP2=HsaEX0006176	93.26	93.55	87.10	100.00	84.06	82.86	93.10	79.49	88.68	86.05	84.62	100.00
C18orf25=HsaEX1006167	5.56	NA	NA	NA	3.45	NA	NA	NA	16.67	NA	NA	NA
SPEF2=HsaEX6097708	6.38	NA	NA	4.35	11.11	NA	NA	NA	22.22	NA	NA	NA
UTRN=HsaEX0070125	100.00	NA	NA	NA	83.33	NA	NA	NA	89.47	NA	NA	NA
SCOC=HsaEX0056614	65.92	79.51	69.18	55.19	72.37	76.10	75.31	63.34	70.88	73.57	77.79	60.98
TMEM87B=HsaEX0065993	94.81	88.24	100.00	92.00	90.12	93.33	100.00	80.00	91.78	NA	100.00	94.29
ADPRHL1=HsaEX0002858	100.00	NA	NA	NA	100.00	NA	NA	NA	90.70	NA	NA	NA
TRIP12=HsaEX1042043	68.12	NA	NA	NA	52.38	46.34	NA	NA	58.54	NA	NA	NA
SEMA3D=HsaEX0057062	49.30	58.82	58.49	34.55	44.60	48.05	28.12	55.56	41.35	43.59	32.47	50.94
ANGPT1=HsaEX0004096	87.50	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA
ABCA5=HsaEX0000273	92.16	NA	82.61	100.00	83.87	92.31	80.00	NA	79.59	NA	NA	81.82
ABCA5=HsaEX0000274	89.47	NA	NA	NA	89.47	NA	NA	NA	100.00	NA	100.00	NA
ABCA5=HsaEX0000275	11.33	NA	NA	NA	2.74	NA	NA	NA	0.00	NA	NA	NA
ABCA5=HsaEX0000276	100.00	NA	NA	NA	84.21	NA	NA	NA	100.00	NA	NA	NA
OBSCN=HsaEX0044517	95.12	NA	NA	NA	88.41	76.92	92.00	NA	85.71	NA	NA	80.00
OBSCN=HsaEX0044516	76.92	NA	NA	NA	84.62	NA	NA	NA	90.48	NA	NA	NA
PIEZO2=HsaEX0024418	96.90	95.45	100.00	95.45	100.00	100.00	100.00	100.00	88.89	84.00	86.21	100.00
PIEZO2=HsaEX0004851	93.74	95.73	93.18	92.63	82.30	75.05	95.52	82.12	92.33	NA	100.00	94.26
CCT8=HsaEX1007664	29.00	28.48	25.75	33.39	28.69	32.13	22.52	27.89	35.21	24.22	42.42	36.63
ANKRD9=HsaEX0004561	37.42	41.18	32.35	40.95	32.92	33.83	30.58	35.38	34.65	28.74	51.28	25.84
FBXO43=HsaEX1014370	68.00	NA	100.00	NA	56.76	NA	NA	48.57	70.59	NA	NA	NA
MAPK13=HsaEX0037745	100.00	NA	NA	NA	100.00	NA	NA	NA	94.12	88.24	NA	NA
ZFYVE9=HsaEX0072794	80.22	71.43	77.05	88.89	82.11	79.75	78.57	89.09	85.53	88.00	82.14	86.96
ST3GAL2=HsaEX1039091	7.89	5.26	9.23	8.72	7.48	6.10	7.14	9.68	15.62	22.86	18.80	7.69
FUK=HsaEX0026581	49.28	60.84	43.15	50.51	71.03	73.19	78.45	62.60	58.62	61.46	58.11	56.75
C2CD2=HsaEX1006340	11.76	4.76	9.09	20.00	7.14	7.69	0.00	NA	6.98	NA	4.35	NA
UBN2=HsaEX0068911	81.40	NA	NA	NA	67.90	61.90	NA	64.29	58.33	NA	NA	NA
WDR19=HsaEX0070980	96.46	94.12	100.00	95.00	91.80	95.56	80.49	100.00	94.92	100.00	94.87	88.57
ESYT3=HsaEX0023252	94.64	NA	NA	NA	85.07	100.00	79.11	NA	95.89	NA	100.00	89.07
ESYT3=HsaEX0023253	100.00	NA	NA	NA	86.36	NA	NA	NA	100.00	NA	NA	NA
ESYT3=HsaEX0023254	80.00	NA	NA	NA	92.00	90.48	NA	NA	65.71	NA	NA	NA
DMTN=HsaEX0022707	82.22	NA	75.00	NA	89.74	NA	NA	NA	83.33	80.95	89.47	NA
DMTN=HsaEX0022708	82.30	90.83	90.42	72.54	87.24	100.00	91.56	74.92	89.10	91.21	NA	NA
ARHGAP27=HsaEX0057994	22.98	19.05	23.08	25.37	20.23	18.52	23.08	21.21	12.85	13.85	7.14	17.24
ALDH4A1=HsaEX0003644	82.42	77.78	72.41	94.29	80.95	66.67	85.19	100.00	76.32	NA	92.00	74.19
ALDH4A1=HsaEX0003639	96.80	100.00	100.00	92.16	87.58	87.88	85.71	88.68	85.19	84.62	95.24	77.78
ZNF222=HsaEX0073199	21.74	NA	16.67	NA	28.30	28.81	NA	31.03	14.56	12.50	15.79	15.15
NPR2=HsaEX0043622	91.67	NA	NA	NA	80.95	NA	NA	NA	92.31	NA	NA	NA
ANKLE1=HsaEX0004231	87.95	89.80	93.16	82.67	85.48	90.06	91.57	71.85	86.47	84.13	87.50	88.14
ZER1=HsaEX0072579	89.81	93.33	82.39	94.77	82.05	84.25	76.04	85.39	86.22	95.24	84.62	79.86
TMEM190=HsaEX0065657	95.21	100.00	89.27	95.88	86.85	93.03	91.03	76.10	84.85	71.36	89.59	89.90
ASRGL1=HsaEX0006364	86.60	84.91	89.47	85.00	88.84	89.33	89.01	88.06	85.39	100.00	75.38	84.62
RBBP4=HsaEX1030778	25.02	NA	NA	NA	58.42	NA	NA	NA	57.63	NA	NA	NA
SNED1=HsaEX0060670	81.82	NA	NA	NA	100.00	NA	NA	NA	90.00	NA	NA	NA
SNED1=HsaEX0060671	91.30	NA	NA	NA	100.00	NA	NA	NA	80.00	NA	NA	NA
PUS10=HsaEX0051306	91.11	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA
HELQ=HsaEX0029662	82.72	91.67	NA	83.33	78.49	68.42	79.31	92.31	80.65	67.74	92.59	82.86
CCT3=HsaEX1007657	NA	11.63	20.93	5.88	NA	7.14	15.38	11.11	6.67	8.57	5.26	6.38
GLB1L=HsaEX0027557	NA	NA	NA	NA	42.86	NA	NA	NA	23.08	NA	NA	NA
WDFY3=HsaEX0070915	39.60	46.34	23.40	47.54	38.36	33.33	50.00	36.84	46.67	51.35	NA	33.33
IL17RC=HsaEX0031365	78.77	79.59	84.85	71.88	78.50	73.33	74.03	95.74	75.80	83.33	71.88	73.33
IL17RC=HsaEX0031366	37.77	33.47	37.37	42.17	44.03	50.63	35.35	44.37	33.54	33.48	32.08	35.34
CRELD1=HsaEX0017213	97.37	92.00	100.00	100.00	86.21	81.82	94.59	82.86	97.70	100.00	100.00	92.00
CRELD1=HsaEX0017216	17.65	NA	NA	NA	12.96	20.00	9.68	10.64	6.82	5.56	3.45	13.04
UVSSA=HsaEX0034167	3.83	0.00	0.00	11.11	6.09	14.29	0.00	0.00	0.00	0.00	0.00	0.00
SLC9B2=HsaEX0042864	58.69	67.68	57.95	53.03	49.43	47.78	47.90	52.86	58.89	71.90	43.75	62.16
IL15=HsaEX0031318	39.57	40.00	40.00	38.46	30.29	26.83	28.57	38.89	32.22	34.18	25.00	40.62
ARSK=HsaEX1004759	30.77	NA	33.33	25.00	NA	30.61	35.48	37.50	NA	33.33	25.00	19.05
PRIMPOL=HsaEX0012905	95.60	100.00	100.00	85.71	93.94	92.59	100.00	86.21	95.96	90.24	100.00	100.00
GRIK2=HsaEX0028659	91.12	NA	NA	79.66	100.00	100.00	NA	100.00	100.00	NA	NA	NA
RELL2=HsaEX0053026	80.49	NA	NA	NA	65.00	NA	NA	NA	NA	NA	NA	NA
MAMDC2=HsaEX0037325	92.16	100.00	94.74	82.35	91.92	90.91	100.00	86.21	94.52	87.88	100.00	NA
DACT1=HsaEX0018451	100.00	NA	NA	NA	100.00	NA	NA	NA	91.30	NA	NA	NA
ARHGEF40=HsaEX0005708	88.68	95.24	89.29	83.61	94.16	100.00	86.67	94.59	91.45	95.56	100.00	78.95
ZNF319=HsaEX0073404	55.36	NA	NA	62.25	58.68	51.33	NA	62.25	64.63	76.51	63.19	56.10
XRRA1=HsaEX0071903	17.94	NA	0.00	NA	11.47	10.83	19.55	NA	19.54	16.27	NA	NA
CCDC68=HsaEX0013407	100.00	NA	NA	NA	94.12	NA	NA	NA	80.65	NA	NA	NA
ZSCAN21=HsaEX0074565	54.55	63.16	44.83	61.11	53.01	50.72	54.72	54.10	73.20	77.78	80.00	61.29
TMED3=HsaEX1040995	NA	NA	NA	NA	46.60	NA	NA	30.92	61.99	NA	NA	NA
PLEKHA7=HsaEX0048280	13.04	NA	NA	NA	25.93	NA	NA	NA	3.23	NA	NA	NA
NAB2=HsaEX0041546	64.19	57.30	63.96	70.83	65.47	71.70	58.26	67.44	52.19	58.44	44.90	55.26
ZNF283=HsaEX0073351	72.73	81.82	64.29	NA	82.61	76.81	84.62	90.00	86.75	82.98	90.00	86.36
GPT=HsaEX0028479	89.47	NA	100.00	NA	100.00	NA	NA	NA	92.31	NA	NA	NA
RILP=HsaEX0053628	72.84	91.30	76.00	57.58	93.44	100.00	90.00	91.67	84.13	73.91	NA	90.91
CTD-2369P2.10=HsaEX1010435	100.00	NA	NA	NA	NA	NA	NA	NA	83.60	NA	NA	NA
RP11-25K19.1=HsaEX0054559	52.63	NA	NA	44.44	62.38	NA	60.00	81.25	52.11	65.22	NA	NA
CCDC88B=HsaEX0013502	85.71	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA
HR=HsaEX0030472	47.74	42.86	39.22	58.06	50.30	53.60	43.09	55.56	51.56	48.24	61.19	48.08
GBX2=HsaEX0027174	17.70	NA	NA	NA	0.00	0.00	NA	0.00	0.00	NA	NA	0.00
TRAPPC11=HsaEX0011048	16.56	15.56	19.40	12.82	5.99	5.38	1.59	11.48	10.73	11.48	13.21	7.94
COL4A3=HsaEX0016538	19.71	NA	NA	NA	4.02	NA	NA	NA	16.45	NA	NA	NA
PRELID1=HsaEX0049986	22.58	NA	20.00	NA	17.24	21.21	NA	6.67	15.49	23.08	4.00	NA
PRELID1=HsaEX1029362	67.44	NA	NA	NA	85.71	78.57	NA	NA	90.24	NA	NA	NA
B3GALNT1=HsaEX0007413	27.08	20.00	35.71	NA	28.91	30.53	NA	30.00	NA	NA	NA	NA
NPR1=HsaEX0043613	92.59	NA	100.00	100.00	100.00	100.00	100.00	100.00	87.50	85.71	93.10	NA
NPR1=HsaEX0043614	54.24	48.57	50.00	62.79	51.56	50.94	58.14	NA	61.11	52.63	61.90	71.43
TMC7=HsaEX0065269	89.47	NA	92.00	83.33	92.77	82.86	100.00	100.00	92.21	NA	93.10	100.00
SDR16C5=HsaEX0056781	100.00	100.00	100.00	NA	87.95	87.88	91.30	85.19	88.24	NA	80.00	100.00
TANC2=HsaEX0063564	8.59	4.28	17.92	2.84	7.94	1.82	2.19	18.27	6.95	10.34	8.28	2.13
INSR=HsaEX0031843	8.71	5.07	15.74	4.16	0.00	0.00	0.00	0.00	13.01	NA	7.98	NA
MORN4=HsaEX0039832	NA	NA	NA	NA	91.30	NA	90.00	NA	100.00	NA	NA	NA
PIK3CD=HsaEX0047579	93.88	90.00	90.48	100.00	89.66	81.25	100.00	NA	91.01	92.00	80.00	100.00
SMPDL3A=HsaEX0060515	72.82	76.12	68.12	74.29	76.83	70.49	85.92	78.79	69.59	72.88	75.00	61.54
CES3=HsaEX0014897	27.66	48.84	18.92	23.94	41.50	49.02	31.82	42.31	29.82	36.84	23.08	32.35
NBEA=HsaEX6039905	100.00	NA	NA	NA	100.00	100.00	NA	NA	89.73	NA	NA	NA
HECTD4=HsaEX1045974	98.11	94.74	100.00	100.00	97.96	95.24	100.00	100.00	92.11	100.00	78.57	100.00
IQCB1=HsaEX0032087	59.77	74.45	50.70	59.31	58.76	59.10	56.89	60.34	45.21	51.72	47.07	38.49
DAB1=HsaEX0018423	28.30	23.08	33.33	27.27	32.73	37.25	NA	20.00	28.71	35.14	25.58	NA
DAB1=HsaEX1010956	NA	16.67	26.67	21.21	NA	24.53	NA	15.38	41.18	NA	NA	NA
HEG1=HsaEX0029640	55.84	48.00	60.87	58.62	68.18	68.42	68.18	67.86	57.02	62.79	57.89	50.00
SLC25A30=HsaEX0059079	84.86	85.10	84.00	85.78	79.35	86.68	78.62	68.52	89.50	88.41	NA	85.12
TNK1=HsaEX0066258	85.71	NA	NA	73.91	89.09	NA	NA	91.30	100.00	NA	100.00	NA
DENND4A=HsaEX0019175	33.33	21.21	37.25	38.10	24.41	26.53	27.78	19.05	25.84	NA	12.82	25.93
DENND6A=HsaEX0023809	87.02	91.43	83.84	87.10	84.31	88.12	92.68	69.44	82.14	72.97	87.50	86.05
DENND6A=HsaEX0023810	94.32	93.10	96.97	92.31	93.64	95.56	90.77	93.85	89.47	92.59	96.97	76.47
GK5=HsaEX0027526	66.40	53.49	75.76	71.43	61.40	61.64	65.96	56.86	50.32	40.30	58.33	57.14
CCDC57=HsaEX0013321	89.74	100.00	91.67	81.25	98.29	95.74	100.00	100.00	96.26	100.00	100.00	89.19
RTTN=HsaEX0055909	89.19	90.48	100.00	81.82	100.00	100.00	100.00	100.00	97.37	100.00	93.10	NA
RTTN=HsaEX0055911	10.64	NA	2.70	15.79	4.20	2.22	9.68	2.33	2.00	0.00	0.00	4.76
PHLDB3=HsaEX0047190	89.74	80.95	92.86	93.10	87.01	84.21	100.00	NA	93.81	94.29	94.29	92.59
USF3=HsaEX0034338	77.78	NA	NA	NA	82.35	NA	NA	NA	56.86	NA	NA	NA
LRRC37A3=HsaEX0036584	85.11	83.33	100.00	NA	97.83	95.35	100.00	100.00	97.40	92.00	NA	100.00
CRACR2B=HsaEX0021670	28.97	27.27	42.11	16.67	29.52	35.14	38.89	12.50	34.33	NA	NA	NA
ZBTB41=HsaEX0072165	8.00	4.35	2.22	18.75	7.07	2.56	16.13	3.45	2.44	0.00	0.00	6.67
LRRC75B=HsaEX0010619	35.83	NA	NA	NA	21.03	NA	NA	NA	NA	NA	NA	NA
GEN1=HsaEX0027318	97.37	100.00	NA	NA	96.77	100.00	NA	100.00	92.50	81.82	NA	NA
PLEKHM3=HsaEX0048423	85.62	NA	84.84	NA	100.00	100.00	100.00	100.00	97.02	100.00	100.00	92.99
ZNF713=HsaEX0074250	21.95	NA	NA	NA	17.46	20.00	NA	NA	17.86	NA	NA	8.33
CPNE7=HsaEX0017018	46.56	37.33	45.95	56.58	49.14	56.03	43.56	46.86	48.25	46.31	43.71	54.39
OPLAH=HsaEX0044775	88.82	92.90	81.05	93.25	85.25	86.64	81.05	87.17	87.82	82.90	100.00	79.75
LINC00174=HsaEX1019753	56.25	NA	NA	NA	70.83	NA	NA	NA	67.74	NA	NA	NA
SHARPIN=HsaEX0058132	70.69	69.59	69.18	72.92	81.28	83.72	79.18	80.58	76.94	76.35	82.15	68.97
ZFPM1=HsaEX0072684	100.00	NA	NA	NA	78.95	NA	NA	NA	NA	NA	NA	NA
LACC1=HsaEX0009318	60.13	NA	NA	NA	46.36	44.56	NA	NA	44.55	NA	NA	NA
MROH1=HsaEX1024204	11.82	8.21	5.62	NA	15.67	NA	14.01	10.83	27.16	26.77	NA	NA
ZADH2=HsaEX1044325	8.41	0.00	18.59	0.64	0.88	1.41	1.04	0.00	14.71	38.89	0.00	0.00
EMC3-AS1=HsaEX1013032	83.24	100.00	81.69	75.45	80.66	75.77	78.30	87.24	84.90	82.40	92.60	81.00
RPH3AL=HsaEX0055480	91.30	100.00	NA	92.86	87.50	89.47	88.24	NA	88.89	82.61	83.33	100.00
GPR135=HsaEX1015982	16.56	NA	7.51	NA	15.42	12.20	NA	22.08	5.90	NA	4.63	9.45
PLAG1=HsaEX0048006	NA	NA	NA	NA	57.58	NA	NA	NA	48.57	NA	NA	NA
C5orf24=HsaEX1006473	4.23	0.00	13.04	0.00	10.77	12.00	NA	11.11	3.57	NA	NA	4.35
SLC25A21=HsaEX0059035	100.00	100.00	100.00	100.00	88.89	90.48	83.33	91.67	100.00	100.00	100.00	100.00
BCOR=HsaEX0007938	48.25	55.34	53.28	37.40	53.61	56.05	48.30	55.13	39.68	39.06	43.02	35.88
EP400=HsaEX0022592	85.03	86.41	85.10	84.05	83.95	93.01	91.63	66.15	88.79	90.74	93.13	84.62
SLC35F3=HsaEX0059445	NA	NA	NA	NA	74.19	NA	NA	NA	85.71	NA	NA	NA
SLC35F3=HsaEX0059444	88.89	NA	NA	NA	100.00	NA	NA	NA	72.41	NA	NA	NA
POU6F1=HsaEX0049243	95.56	NA	NA	100.00	96.55	100.00	90.91	NA	85.51	100.00	78.57	81.82
TMEM173=HsaEX0065582	78.57	88.24	69.44	83.87	76.15	81.82	72.97	71.43	72.25	NA	66.23	72.31
OSBP2=HsaEX0044858	64.40	66.04	69.01	58.21	68.66	67.57	73.91	65.91	72.60	81.25	67.39	71.43
OSBP2=HsaEX0044860	77.45	84.13	66.20	82.86	83.94	82.35	86.67	83.51	83.55	90.48	79.78	82.28
CLCNKB=HsaEX0015571	90.70	NA	100.00	NA	93.94	NA	NA	NA	82.86	NA	NA	NA
UBOX5=HsaEX0068916	69.97	NA	70.09	NA	42.13	52.94	32.17	NA	60.60	NA	NA	NA
SEMA4B=HsaEX0057097	89.38	94.12	79.49	95.00	96.33	92.86	100.00	100.00	92.77	86.67	100.00	92.31
ADSSL1=HsaEX0002893	5.35	4.92	5.64	5.31	6.02	3.18	0.00	15.22	8.69	17.84	6.95	0.00
NOTUM=HsaEX0043424	60.00	NA	NA	NA	82.35	NA	NA	NA	100.00	NA	NA	NA
ZBTB37=HsaEX0072139	NA	NA	NA	NA	89.60	NA	NA	NA	80.08	NA	NA	NA
MAPK11=HsaEX0037737	57.01	52.63	64.71	54.29	48.39	43.59	NA	NA	44.44	NA	NA	44.19
IFNLR1=HsaEX0031462	85.88	100.00	NA	NA	91.01	NA	100.00	NA	86.52	NA	NA	NA
MKL2=HsaEX0039378	73.68	78.95	68.18	75.00	75.96	70.67	77.78	81.48	73.58	75.76	62.50	80.49
ZNF555=HsaEX1045225	0.00	NA	NA	NA	9.43	NA	NA	NA	0.00	NA	NA	NA
ANKRD37=HsaEX0004480	63.44	NA	NA	56.76	64.14	60.87	NA	65.22	59.32	77.27	53.49	NA
CLCNKA=HsaEX0015569	100.00	NA	NA	NA	92.00	NA	NA	NA	NA	NA	NA	NA
HYAL3=HsaEX0030749	67.96	74.47	70.59	62.64	70.29	70.59	71.76	68.54	68.12	79.71	61.76	62.86
PPARA=HsaEX0049274	7.14	NA	NA	0.00	14.71	16.13	NA	NA	14.89	NA	NA	NA
DYNC2H1=HsaEX0021292	100.00	NA	100.00	NA	93.85	84.62	NA	100.00	96.67	90.48	100.00	NA
PTMA=HsaEX1029954	16.42	NA	NA	15.85	9.58	17.04	9.32	0.00	9.47	13.35	NA	4.17
FANCM=HsaEX0024843	97.12	100.00	100.00	91.30	96.85	96.08	100.00	93.94	84.35	81.40	88.89	83.33
KLHL17=HsaEX0034771	58.82	63.64	58.21	55.93	57.26	52.73	59.38	63.33	50.67	63.38	45.95	43.59
KLHL17=HsaEX0034772	89.63	90.12	88.76	90.00	84.26	85.84	81.48	85.71	78.02	79.17	76.74	78.02
NHS=HsaEX0042882	84.35	85.71	80.00	87.23	80.15	78.95	70.59	90.00	86.41	85.71	82.35	92.59
