GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
C4orf36	HsaEX1006443	chr4:86910565-86910633	69	chr4:86926128+86926228,86910565-86910633,86891593	C1	0.00	N,N,0=0=1,Bn,S@0.00,1.00	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	0.00	N,N,0=0=1,Bn,S@0.00,1.00	0.00	N,N,0=0=2,Bn,S@0.00,2.00	0.00	N,N,0=0=1,Bn,S@0.00,1.00	NA	N,N,0=0=0,Bn,NA@0,0	0.00	N,N,0=0=1,Bn,S@0.00,1.00	14.29	N,N,1=0=3,Bn,S@0.57,3.43	0.00	N,N,0=0=2,Bn,S@0.00,2.00	NA	N,N,0=0=0,Bn,NA@0,0	33.33	N,N,1=0=1,Bn,S@0.67,1.33	44.44	LOW,LOW,11=13=15,OK,C1@17.33,21.67	33.33	N,N,4=2=6,OK,C1@4.00,8.00	48.15	N,N,4=9=7,B1,C1@9.63,10.37	55.56	N,N,3=2=2,OK,C1@3.89,3.11	20.00	N,N,4=0=8,Bn,C1@2.40,9.60	0.00	N,N,0=0=1,Bn,S@0.00,1.00	0.00	N,N,0=0=1,Bn,S@0.00,1.00	33.33	N,N,1=0=1,Bn,S@0.67,1.33	0.00	N,N,0=0=3,Bn,C2@0.00,3.00	50.00	N,N,2=0=1,Bn,S@1.50,1.50	33.33	N,N,1=0=1,Bn,S@0.67,1.33	25.00	VLOW,VLOW,6=2=12,B1,S@5.00,15.00	33.33	N,N,2=0=2,Bn,S@1.33,2.67	20.00	N,N,0=2=4,Bn,C1@1.20,4.80	25.00	N,N,4=0=6,Bn,S@2.50,7.50	23.53	OK,OK,12=4=26,B1,C1@9.88,32.12	22.22	N,N,1=3=7,B1,C1@2.44,8.56	33.33	N,N,4=1=5,B1,C2@3.33,6.67	20.00	N,N,2=0=4,Bn,S@1.20,4.80	100.00	N,N,2=0=0,Bn,S@2.00,0.00	5.26	N,N,1=0=9,Bn,C1@0.53,9.47	50.00	N,N,2=0=1,Bn,S@1.50,1.50	-20.91
ABHD6	HsaEX0000634	chr3:58249892-58249942	51	chr3:58237911+58237916+58238183,58249878+58249892-58249942,58256562	S	76.81	SOK,SOK,139=20=24,B2,S@140.56,42.44	69.23	VLOW,VLOW,41=4=10,B2,S@38.08,16.92	80.95	LOW,LOW,57=11=8,B2,S@61.52,14.48	79.31	VLOW,VLOW,41=5=6,B2,S@41.24,10.76	81.69	LOW,LOW,105=11=13,B2,S@105.38,23.62	84.00	N,N,41=1=4,B2,S@38.64,7.36	81.40	VLOW,VLOW,28=7=4,B1,S@31.75,7.25	79.59	N,N,36=3=5,B2,S@35.02,8.98	79.78	SOK,SOK,190=23=27,B2,S@191.47,48.53	91.67	VLOW,VLOW,60=6=3,B2,S@63.25,5.75	66.67	VLOW,VLOW,40=8=12,B1,S@40.00,20.00	80.49	VLOW,VLOW,90=9=12,B2,S@89.34,21.66	71.96	OK,OK,36=41=15,OK,S@66.20,25.80	60.00	VLOW,VLOW,10=14=8,OK,C1@19.20,12.80	87.10	LOW,LOW,12=15=2,OK,S@25.26,3.74	72.22	VLOW,VLOW,14=12=5,OK,S@22.39,8.61	52.73	OK,OK,31=27=26,OK,S@44.29,39.71	45.45	N,N,7=3=6,B1,S@7.27,8.73	52.38	N,N,6=5=5,OK,S@8.38,7.62	81.82	N,N,5=4=1,OK,S@8.18,1.82	45.45	N,N,1=4=3,B1,S@3.64,4.36	78.95	VLOW,VLOW,10=5=2,OK,S@13.42,3.58	30.77	N,N,2=6=9,B1,S@5.23,11.77	51.11	SOK,SOK,42=50=44,OK,S@69.51,66.49	62.35	OK,OK,21=32=16,OK,S@43.02,25.98	44.44	VLOW,VLOW,13=3=10,B1,C1@11.55,14.45	38.98	LOW,LOW,8=15=18,OK,S@15.98,25.02	48.87	OK,OK,23=42=34,OK,S@48.38,50.62	40.74	N,N,2=9=8,B1,S@7.74,11.26	48.39	N,N,7=8=8,OK,S@11.13,11.87	57.14	N,N,4=4=3,OK,S@6.29,4.71	20.00	N,N,1=1=4,OK,S@1.20,4.80	71.43	N,N,4=11=3,B1,S@12.86,5.14	46.67	N,N,5=9=8,OK,S@10.27,11.73	-23.09
INTU	HsaEX0031967	chr4:127674124-127674213	90	chr4:127669154,127674124-127674213,127684409	C1	100.00	N,N,1=2=0,OK,C2@3.00,0.00	100.00	N,N,0=2=0,Bn,C2@2.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,1=2=0,OK,S@3.00,0.00	100.00	N,N,1=1=0,OK,S@2.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,0=1=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	100.00	OK,OK,32=35=0,OK,S@67.00,0.00	100.00	VLOW,VLOW,12=11=0,OK,S@23.00,0.00	100.00	VLOW,VLOW,11=13=0,OK,S@24.00,0.00	100.00	VLOW,VLOW,9=11=0,OK,S@20.00,0.00	100.00	OK,OK,20=21=0,OK,C1@41.00,0.00	100.00	N,N,1=2=0,OK,S@3.00,0.00	100.00	N,N,1=7=0,B2,S@8.00,0.00	100.00	N,N,2=2=0,OK,S@4.00,0.00	100.00	N,N,1=1=0,OK,S@2.00,0.00	100.00	N,N,9=1=0,B2,S@10.00,0.00	100.00	N,N,6=8=0,OK,C2@14.00,0.00	100.00	OK,OK,25=22=0,OK,S@47.00,0.00	100.00	VLOW,VLOW,12=6=0,OK,S@18.00,0.00	100.00	N,N,2=7=0,B1,S@9.00,0.00	100.00	VLOW,VLOW,11=9=0,OK,C1@20.00,0.00	66.67	VLOW,VLOW,13=11=6,OK,C1@20.00,10.00	33.33	N,N,2=1=3,OK,S@2.00,4.00	53.85	N,N,5=2=3,B1,S@5.38,4.62	100.00	N,N,2=3=0,OK,C1@5.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,1=1=0,OK,S@2.00,0.00	100.00	N,N,3=4=0,OK,C2@7.00,0.00	-33.33
CEP44	HsaEX0034237	chr4:174316530-174316567	38	chr4:174316290,174316530-174316567,174317335	C1	100.00	N,N,3=0=0,Bn,S@3.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,2=0=0,Bn,S@2.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	100.00	N,N,3=1=0,B1,S@4.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,3=2=0,OK,S@5.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	80.59	SOK,SOK,51=52=14,OK,S@94.29,22.71	81.87	VLOW,VLOW,8=24=4,B1,S@29.47,6.53	78.01	OK,OK,28=16=7,OK,S@39.79,11.21	83.56	LOW,LOW,15=12=3,OK,S@25.07,4.93	74.23	OK,OK,28=23=10,OK,S@45.28,15.72	100.00	N,N,4=3=0,OK,S@7.00,0.00	100.00	N,N,7=5=0,OK,S@12.00,0.00	100.00	N,N,4=0=0,Bn,S@4.00,0.00	53.05	N,N,1=3=2,B1,S@3.18,2.82	59.46	N,N,7=6=5,OK,C1@10.70,7.30	67.44	N,N,5=6=3,OK,C1@9.44,4.56	86.95	SOK,SOK,66=52=10,OK,S@111.30,16.70	93.38	OK,OK,28=22=2,OK,S@48.56,3.44	89.44	OK,OK,23=22=3,OK,S@42.93,5.07	72.20	VLOW,VLOW,15=8=5,OK,C1@20.22,7.78	55.11	OK,OK,28=22=23,OK,C1@40.23,32.77	66.40	VLOW,VLOW,11=10=6,OK,S@17.93,9.07	44.64	N,N,7=3=7,B1,C1@7.59,9.41	100.00	N,N,2=1=0,OK,S@3.00,0.00	100.00	N,N,2=0=0,Bn,S@2.00,0.00	77.22	N,N,3=3=1,OK,C1@5.41,1.59	33.43	N,N,3=5=9,OK,C1@5.68,11.32	-25.48
PRMT9	HsaEX0050267	chr4:147680323-147680471	149	chr4:147683799,147680323-147680471,147673874	S	78.77	SOK,SOK,60=81=19,OK,C1@126.03,33.97	82.76	OK,OK,24=24=5,OK,C1@43.86,9.14	76.81	OK,OK,19=34=8,OK,C1@46.85,14.15	76.92	OK,OK,17=23=6,OK,C1@35.38,10.62	75.76	SOK,SOK,38=62=16,OK,C1@87.88,28.12	72.09	LOW,LOW,14=17=6,OK,C1@26.67,10.33	80.49	LOW,LOW,13=20=4,OK,C1@29.78,7.22	75.00	LOW,LOW,11=25=6,B1,C1@31.50,10.50	92.00	SOK,SOK,63=75=6,OK,C1@132.48,11.52	86.89	OK,OK,22=31=4,OK,C1@49.53,7.47	88.89	LOW,LOW,18=14=2,OK,C1@30.22,3.78	100.00	OK,OK,23=30=0,OK,S@53.00,0.00	72.82	OK,OK,51=24=14,B1,C1@64.81,24.19	81.82	VLOW,VLOW,21=6=3,B1,C1@24.55,5.45	90.48	VLOW,VLOW,12=7=1,OK,S@18.10,1.90	59.18	LOW,LOW,18=11=10,OK,C1@23.08,15.92	89.09	OK,OK,28=21=3,OK,S@46.33,5.67	100.00	N,N,5=2=0,B1,S@7.00,0.00	60.00	N,N,2=4=2,OK,S@4.80,3.20	100.00	N,N,4=3=0,OK,S@7.00,0.00	100.00	N,N,3=3=0,OK,S@6.00,0.00	100.00	N,N,5=6=0,OK,C1@11.00,0.00	85.71	N,N,9=3=1,B1,S@11.14,1.86	82.93	OK,OK,41=27=7,OK,S@62.20,12.80	91.67	VLOW,VLOW,15=7=1,B1,S@21.08,1.92	66.67	VLOW,VLOW,12=8=5,OK,C1@16.67,8.33	92.86	VLOW,VLOW,14=12=1,OK,S@25.07,1.93	94.20	OK,OK,39=26=2,OK,S@63.11,3.89	85.71	N,N,7=5=1,OK,S@11.14,1.86	88.24	VLOW,VLOW,10=5=1,OK,S@14.12,1.88	100.00	N,N,3=3=0,OK,S@6.00,0.00	100.00	N,N,5=3=0,OK,S@8.00,0.00	100.00	N,N,6=7=0,OK,S@13.00,0.00	100.00	N,N,8=3=0,B1,S@11.00,0.00	21.38
TERT	HsaEX0064494	chr5:1272185-1272280	96	chr5:1278641,1272185-1272280,1268633	C2	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,1=0=0,Bn,S@1.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	43.94	OK,OK,32=26=37,OK,C2@41.74,53.26	51.52	N,N,8=9=8,OK,C2@12.88,12.12	37.25	LOW,LOW,13=6=16,B1,C1@13.04,21.96	45.83	VLOW,VLOW,11=11=13,OK,C2@16.04,18.96	64.63	SOK,SOK,53=42=26,OK,C2@78.20,42.80	61.29	VLOW,VLOW,14=5=6,B1,C1@15.32,9.68	69.23	N,N,7=2=2,B1,C1@7.62,3.38	62.96	N,N,8=9=5,OK,C2@13.85,8.15	80.95	VLOW,VLOW,7=10=2,OK,C3@15.38,3.62	63.64	VLOW,VLOW,11=10=6,OK,C2@17.18,9.82	54.55	N,N,6=6=5,OK,C2@9.27,7.73	50.62	SOK,SOK,44=38=40,OK,C2@61.76,60.24	45.95	VLOW,VLOW,11=6=10,OK,C2@12.41,14.59	53.33	LOW,LOW,16=16=14,OK,C2@24.53,21.47	50.77	LOW,LOW,17=16=16,OK,C2@24.88,24.12	76.32	OK,OK,29=29=9,OK,C2@51.13,15.87	77.78	N,N,1=6=1,B2,C3@6.22,1.78	57.89	N,N,3=8=4,B1,C3@8.68,6.32	85.71	N,N,8=4=1,OK,C2@11.14,1.86	66.67	N,N,1=3=1,B1,C3@3.33,1.67	83.33	N,N,7=3=1,B1,C2@9.17,1.83	87.50	N,N,9=5=1,OK,C2@13.12,1.88	32.38
TERT	HsaEX0064495	chr5:1271119-1271204	86	chr5:1272185,1271119-1271204,1268633	C1	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	39.68	OK,OK,25=25=38,OK,C2@34.92,53.08	52.94	N,N,9=9=8,OK,C2@13.76,12.24	33.33	LOW,LOW,5=12=17,B1,C2@11.33,22.67	36.59	VLOW,VLOW,11=4=13,B1,C2@10.25,17.75	64.63	SOK,SOK,42=53=26,OK,C2@78.20,42.80	55.56	VLOW,VLOW,5=10=6,OK,C2@11.67,9.33	69.23	N,N,2=7=2,B1,C1@7.62,3.38	65.52	VLOW,VLOW,9=10=5,OK,C2@15.72,8.28	83.33	VLOW,VLOW,10=10=2,OK,C1@18.33,3.67	57.14	VLOW,VLOW,10=6=6,OK,C2@12.57,9.43	61.54	VLOW,VLOW,6=10=5,OK,C2@12.92,8.08	42.03	OK,OK,38=20=40,OK,C2@41.19,56.81	35.48	VLOW,VLOW,6=5=10,OK,C2@7.45,13.55	45.10	VLOW,VLOW,16=7=14,B1,C2@16.69,20.31	42.86	LOW,LOW,16=8=16,OK,C2@17.14,22.86	70.97	OK,OK,29=15=9,OK,C1@37.61,15.39	77.78	N,N,6=1=1,B2,C1@6.22,1.78	57.89	N,N,8=3=4,B1,C2@8.68,6.32	77.78	N,N,4=3=1,OK,C1@6.22,1.78	60.00	N,N,3=0=1,Bn,C2@2.40,1.60	80.00	N,N,3=5=1,OK,C1@7.20,1.80	80.00	N,N,5=3=1,OK,C1@7.20,1.80	31.29
KIAA1324L	HsaEX0034028	chr7:86947879-86947922	44	chr7:86964904+86964923,86947727+86947879-86947922,86945046	C1	66.67	N,N,2=6=2,B1,C1@6.67,3.33	60.00	N,N,1=2=1,OK,C2@2.40,1.60	50.00	N,N,0=2=1,Bn,C2@1.50,1.50	100.00	N,N,1=2=0,OK,S@3.00,0.00	75.00	N,N,1=5=1,B1,C1@5.25,1.75	50.00	N,N,1=1=1,OK,C2@1.50,1.50	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,0=3=0,Bn,S@3.00,0.00	88.24	N,N,9=6=1,OK,C2@14.12,1.88	71.43	N,N,2=3=1,OK,C2@4.29,1.71	100.00	N,N,2=3=0,OK,C1@5.00,0.00	100.00	N,N,5=0=0,Bn,C1@5.00,0.00	92.73	SOK,SOK,59=43=4,OK,C1@98.29,7.71	92.86	VLOW,VLOW,17=9=1,OK,C2@25.07,1.93	95.35	OK,OK,23=18=1,OK,C1@40.05,1.95	89.74	LOW,LOW,19=16=2,OK,C1@33.20,3.80	74.29	OK,OK,18=34=9,OK,C1@45.32,15.68	60.00	N,N,4=2=2,OK,S@4.80,3.20	100.00	N,N,6=4=0,OK,C1@10.00,0.00	66.67	N,N,0=4=1,Bn,S@3.33,1.67	100.00	N,N,1=6=0,B2,C1@7.00,0.00	66.67	N,N,1=7=2,B2,C1@6.67,3.33	68.00	VLOW,VLOW,6=11=4,OK,S@14.28,6.72	92.94	OK,OK,38=41=3,OK,C2@76.21,5.79	93.10	LOW,LOW,12=15=1,OK,C2@26.07,1.93	87.10	LOW,LOW,16=11=2,OK,C2@25.26,3.74	100.00	LOW,LOW,10=15=0,OK,C1@25.00,0.00	77.08	OK,OK,35=39=11,OK,C1@65.52,19.48	90.00	VLOW,VLOW,11=7=1,OK,C1@17.10,1.90	90.91	VLOW,VLOW,13=7=1,OK,C1@19.09,1.91	71.43	N,N,1=4=1,B1,C1@4.29,1.71	50.00	N,N,2=2=2,OK,C1@3.00,3.00	100.00	VLOW,VLOW,6=11=0,OK,C1@17.00,0.00	45.45	N,N,2=8=6,B1,C1@7.27,8.73	-15.65
WBSCR27	HsaEX0070881	chr7:73841070-73841198	129	chr7:73842018+73842490,73841070-73841198,73835002+73835080	C2	55.56	N,N,2=3=2,OK,C1@3.89,3.11	42.86	N,N,1=2=2,OK,C1@2.14,2.86	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,1=1=0,OK,S@2.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,0=1=0,Bn,S@1.00,0.00	96.55	OK,OK,34=22=1,OK,C2@55.03,1.97	100.00	N,N,6=5=0,OK,C2@11.00,0.00	100.00	VLOW,VLOW,14=8=0,OK,C2@22.00,0.00	92.00	VLOW,VLOW,14=9=1,OK,C2@22.08,1.92	88.14	SOK,SOK,67=37=7,OK,C2@97.84,13.16	100.00	VLOW,VLOW,10=8=0,OK,C2@18.00,0.00	91.67	VLOW,VLOW,17=5=1,B1,C2@21.08,1.92	88.24	LOW,LOW,16=14=2,OK,C2@28.24,3.76	80.95	VLOW,VLOW,10=7=2,OK,C2@15.38,3.62	71.43	N,N,9=1=2,B2,C1@8.57,3.43	100.00	N,N,5=2=0,B1,C1@7.00,0.00	80.00	VLOW,VLOW,9=15=3,OK,C2@21.60,5.40	63.64	N,N,3=4=2,OK,C2@5.73,3.27	81.82	N,N,2=7=1,B1,C2@8.18,1.82	100.00	N,N,4=4=0,OK,C2@8.00,0.00	79.10	OK,OK,29=24=7,OK,C2@47.46,12.54	80.00	N,N,4=4=1,OK,C2@7.20,1.80	45.45	N,N,5=0=3,Bn,S@3.64,4.36	81.82	N,N,4=5=1,OK,C1@8.18,1.82	100.00	N,N,2=2=0,OK,C2@4.00,0.00	85.71	N,N,7=5=1,OK,C2@11.14,1.86	88.24	N,N,7=8=1,OK,C1@14.12,1.88	-17.45
WBSCR27	HsaEX0070882	chr7:73840414-73840549	136	chr7:73841070,73840414-73840549,73835002+73835080	C3	33.67	N,N,1=3=4,B1,C3@2.69,5.31	14.29	N,N,1=0=3,Bn,C2@0.57,3.43	33.99	N,N,0=1=1,Bn,C3@0.68,1.32	100.00	N,N,0=2=0,Bn,C3@2.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	0.00	N,N,0=0=1,Bn,S@0.00,1.00	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	0.00	N,N,0=0=1,Bn,S@0.00,1.00	82.01	LOW,LOW,19=17=4,OK,C2@32.80,7.20	83.58	N,N,4=6=1,OK,C3@9.19,1.81	69.44	N,N,6=3=2,OK,C2@7.64,3.36	89.59	N,N,9=8=1,OK,C2@16.13,1.87	66.03	OK,OK,27=38=17,OK,C3@54.14,27.86	69.67	N,N,4=14=4,B1,C3@15.33,6.67	84.83	N,N,5=6=1,OK,C3@10.18,1.82	60.19	N,N,11=4=5,B1,C2@12.04,7.96	53.27	N,N,5=4=4,OK,C2@6.93,6.07	60.59	N,N,1=5=2,B2,C3@4.85,3.15	75.46	N,N,1=5=1,B2,C3@5.28,1.72	58.59	VLOW,VLOW,9=16=9,OK,C3@19.92,14.08	57.60	N,N,3=5=3,OK,C3@6.34,4.66	43.10	N,N,4=2=4,OK,C2@4.31,5.69	73.79	N,N,2=9=2,B1,C3@9.59,3.41	41.30	LOW,LOW,13=12=18,OK,C2@17.76,25.24	11.11	N,N,1=0=4,Bn,C2@0.56,4.44	14.65	N,N,0=1=3,Bn,C3@0.59,3.41	33.67	N,N,2=2=4,OK,C2@2.69,5.31	100.00	N,N,2=1=0,OK,C2@3.00,0.00	83.54	N,N,5=5=1,OK,C3@9.19,1.81	33.55	N,N,3=3=6,OK,C2@4.03,7.97	-40.71
WBSCR27	HsaEX0070883	chr7:73840031-73840120	90	chr7:73840414,73840031-73840120,73835002+73835080	C1	17.08	N,N,2=0=5,Bn,C3@1.20,5.80	0.00	N,N,0=0=3,Bn,C3@0.00,3.00	33.99	N,N,1=0=1,Bn,C2@0.68,1.32	33.99	N,N,1=0=1,Bn,S@0.68,1.32	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	0.00	N,N,0=0=1,Bn,C3@0.00,1.00	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	0.00	N,N,0=0=1,Bn,C3@0.00,1.00	75.30	LOW,LOW,16=14=5,OK,C1@26.36,8.64	85.90	N,N,6=6=1,OK,C1@11.17,1.83	69.44	N,N,3=6=2,OK,C1@7.64,3.36	69.72	N,N,7=2=2,B1,C1@7.67,3.33	69.94	OK,OK,38=40=17,OK,C1@66.44,28.56	72.77	VLOW,VLOW,14=7=4,B1,C1@18.19,6.81	89.00	VLOW,VLOW,6=10=1,OK,C1@15.13,1.87	54.79	N,N,4=8=5,OK,C2@9.31,7.69	60.24	N,N,4=8=4,OK,C2@9.64,6.36	67.08	N,N,5=3=2,OK,C1@6.71,3.29	82.06	N,N,5=4=1,OK,C1@8.21,1.79	56.13	N,N,17=3=8,B2,C2@15.72,12.28	50.62	N,N,5=1=3,B2,C2@4.56,4.44	40.36	N,N,3=1=3,B1,C3@2.83,4.17	71.95	N,N,9=1=2,B2,C1@8.63,3.37	48.81	LOW,LOW,12=22=18,OK,C2@25.38,26.62	50.00	N,N,1=5=3,B1,C2@4.50,4.50	14.65	N,N,1=0=3,Bn,C3@0.59,3.41	38.74	N,N,2=3=4,OK,C2@3.49,5.51	100.00	N,N,1=5=0,B1,S@6.00,0.00	78.14	N,N,5=2=1,B1,C1@6.25,1.75	39.29	N,N,2=7=7,B1,C2@6.29,9.71	-26.49
NLGN4Y	HsaEX0043083	chrY:14719459-14719518	60	chrY:14622591,14719459-14719518,14723117	S	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	47.95	SOK,SOK,58=73=65,OK,S@93.98,102.02	43.58	OK,OK,21=28=29,OK,S@33.99,44.01	52.20	LOW,LOW,12=31=18,B1,S@31.84,29.16	49.76	LOW,LOW,25=14=18,OK,S@28.36,28.64	52.52	OK,OK,21=25=19,OK,S@34.14,30.86	37.88	N,N,2=2=3,OK,S@2.65,4.35	18.59	N,N,1=0=2,Bn,S@0.56,2.44	57.80	N,N,3=3=2,OK,S@4.62,3.38	64.72	N,N,4=0=1,Bn,S@3.24,1.76	47.75	N,N,5=9=7,OK,S@10.03,10.97	65.99	VLOW,VLOW,6=11=4,OK,S@13.86,7.14	51.32	SOK,SOK,61=52=49,OK,S@83.14,78.86	49.84	OK,OK,37=13=23,B1,S@36.38,36.62	44.20	LOW,LOW,13=13=15,OK,S@18.12,22.88	60.60	LOW,LOW,11=26=11,B1,S@29.09,18.91	70.72	LOW,LOW,19=18=7,OK,S@31.12,12.88	100.00	N,N,1=1=0,OK,S@2.00,0.00	64.62	N,N,4=4=2,OK,S@6.46,3.54	100.00	N,N,2=3=0,OK,S@5.00,0.00	100.00	N,N,7=1=0,B2,S@8.00,0.00	73.35	N,N,1=5=1,B1,S@5.13,1.87	47.73	N,N,4=4=4,OK,S@5.73,6.27	22.77
