GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Sample	PSI	Quality_Score_Value	Quality_Score_Type	comparison
CCDC9	HsaEX1007525	chr19:47271445-47271649	205	chr19:47260717+47260839,47271445-47271649,47272069	C1	HeLa_TAF2_C	81.82	N	S1	TAF2dIDR
FAM149A	HsaEX6087190	chr4:186166973-186167096	124	chr4:186165464,186166925+186166968+186166973-186167096,186171914+186171943	C3	HeLa_FRT	86.67	LOW	S1	TAF2
FAM149A	HsaEX6087190	chr4:186166973-186167096	124	chr4:186165464,186166925+186166968+186166973-186167096,186171914+186171943	C3	HeLa_FRT_A	71.43	N	S1	TAF2
FAM149A	HsaEX6087190	chr4:186166973-186167096	124	chr4:186165464,186166925+186166968+186166973-186167096,186171914+186171943	C3	HeLa_FRT_B	100	N	S1	TAF2
FAM149A	HsaEX6087190	chr4:186166973-186167096	124	chr4:186165464,186166925+186166968+186166973-186167096,186171914+186171943	C3	HeLa_FRT_C	75	N	S1	TAF2
FAM149A	HsaEX6087190	chr4:186166973-186167096	124	chr4:186165464,186166925+186166968+186166973-186167096,186171914+186171943	C3	HeLa_NLSTAF2dIDR	88.24	OK	S1	TAF2
FAM149A	HsaEX6087190	chr4:186166973-186167096	124	chr4:186165464,186166925+186166968+186166973-186167096,186171914+186171943	C3	HeLa_NLSTAF2dIDR_A	92	VLOW	S1	TAF2
FAM149A	HsaEX6087190	chr4:186166973-186167096	124	chr4:186165464,186166925+186166968+186166973-186167096,186171914+186171943	C3	HeLa_NLSTAF2dIDR_B	100	N	S1	TAF2
FAM149A	HsaEX6087190	chr4:186166973-186167096	124	chr4:186165464,186166925+186166968+186166973-186167096,186171914+186171943	C3	HeLa_NLSTAF2dIDR_C	78.95	N	S1	TAF2
FAM149A	HsaEX6087190	chr4:186166973-186167096	124	chr4:186165464,186166925+186166968+186166973-186167096,186171914+186171943	C3	HeLa_TAF2	80.33	LOW	S1	TAF2
FAM149A	HsaEX6087190	chr4:186166973-186167096	124	chr4:186165464,186166925+186166968+186166973-186167096,186171914+186171943	C3	HeLa_TAF2_A	83.84	N	S1	TAF2
FAM149A	HsaEX6087190	chr4:186166973-186167096	124	chr4:186165464,186166925+186166968+186166973-186167096,186171914+186171943	C3	HeLa_TAF2_B	60	N	S1	TAF2
FAM149A	HsaEX6087190	chr4:186166973-186167096	124	chr4:186165464,186166925+186166968+186166973-186167096,186171914+186171943	C3	HeLa_TAF2_C	100	N	S1	TAF2
ACAD10	HsaEX0001739	chr12:111710273-111710318	46	chr12:111709684,111710273-111710318+111710353+111710365+111710437,111712498	C2	HeLa_FRT	24.37	OK	S1	TAF2
ACAD10	HsaEX0001739	chr12:111710273-111710318	46	chr12:111709684,111710273-111710318+111710353+111710365+111710437,111712498	C2	HeLa_FRT_A	18.17	N	S1	TAF2
ACAD10	HsaEX0001739	chr12:111710273-111710318	46	chr12:111709684,111710273-111710318+111710353+111710365+111710437,111712498	C2	HeLa_FRT_B	24.6	N	S1	TAF2
ACAD10	HsaEX0001739	chr12:111710273-111710318	46	chr12:111709684,111710273-111710318+111710353+111710365+111710437,111712498	C2	HeLa_FRT_C	30.07	N	S1	TAF2
ACAD10	HsaEX0001739	chr12:111710273-111710318	46	chr12:111709684,111710273-111710318+111710353+111710365+111710437,111712498	C2	HeLa_NLSTAF2dIDR	27.19	OK	S1	TAF2
ACAD10	HsaEX0001739	chr12:111710273-111710318	46	chr12:111709684,111710273-111710318+111710353+111710365+111710437,111712498	C2	HeLa_NLSTAF2dIDR_A	34.54	VLOW	S1	TAF2
ACAD10	HsaEX0001739	chr12:111710273-111710318	46	chr12:111709684,111710273-111710318+111710353+111710365+111710437,111712498	C2	HeLa_NLSTAF2dIDR_B	29.47	N	S1	TAF2
ACAD10	HsaEX0001739	chr12:111710273-111710318	46	chr12:111709684,111710273-111710318+111710353+111710365+111710437,111712498	C2	HeLa_NLSTAF2dIDR_C	12.76	VLOW	S1	TAF2
ACAD10	HsaEX0001739	chr12:111710273-111710318	46	chr12:111709684,111710273-111710318+111710353+111710365+111710437,111712498	C2	HeLa_TAF2	27.56	VLOW	S1	TAF2
ACAD10	HsaEX0001739	chr12:111710273-111710318	46	chr12:111709684,111710273-111710318+111710353+111710365+111710437,111712498	C2	HeLa_TAF2_A	37.2	N	S1	TAF2
ACAD10	HsaEX0001739	chr12:111710273-111710318	46	chr12:111709684,111710273-111710318+111710353+111710365+111710437,111712498	C2	HeLa_TAF2_B	19.53	N	S1	TAF2
ACAD10	HsaEX0001739	chr12:111710273-111710318	46	chr12:111709684,111710273-111710318+111710353+111710365+111710437,111712498	C2	HeLa_TAF2_C	20.35	N	S1	TAF2
NCOA7	HsaEX0042095	chr6:125796680-125796797	118	chr6:125786213,125796680-125796797,125815291	C1	HeLa_FRT	50.74	N	S1	TAF2
NCOA7	HsaEX0042095	chr6:125796680-125796797	118	chr6:125786213,125796680-125796797,125815291	C1	HeLa_FRT_A	14.65	N	S1	TAF2
NCOA7	HsaEX0042095	chr6:125796680-125796797	118	chr6:125786213,125796680-125796797,125815291	C1	HeLa_FRT_B	69.86	N	S1	TAF2
NCOA7	HsaEX0042095	chr6:125796680-125796797	118	chr6:125786213,125796680-125796797,125815291	C1	HeLa_FRT_C	50.74	N	S1	TAF2
NCOA7	HsaEX0042095	chr6:125796680-125796797	118	chr6:125786213,125796680-125796797,125815291	C1	HeLa_NLSTAF2dIDR	45.56	N	S1	TAF2
NCOA7	HsaEX0042095	chr6:125796680-125796797	118	chr6:125786213,125796680-125796797,125815291	C1	HeLa_NLSTAF2dIDR_A	27.86	N	S1	TAF2
NCOA7	HsaEX0042095	chr6:125796680-125796797	118	chr6:125786213,125796680-125796797,125815291	C1	HeLa_NLSTAF2dIDR_B	50.74	N	S1	TAF2
NCOA7	HsaEX0042095	chr6:125796680-125796797	118	chr6:125786213,125796680-125796797,125815291	C1	HeLa_NLSTAF2dIDR_C	67.32	N	S1	TAF2
NCOA7	HsaEX0042095	chr6:125796680-125796797	118	chr6:125786213,125796680-125796797,125815291	C1	HeLa_TAF2	42.18	VLOW	S1	TAF2
NCOA7	HsaEX0042095	chr6:125796680-125796797	118	chr6:125786213,125796680-125796797,125815291	C1	HeLa_TAF2_A	43.58	N	S1	TAF2
NCOA7	HsaEX0042095	chr6:125796680-125796797	118	chr6:125786213,125796680-125796797,125815291	C1	HeLa_TAF2_B	40.71	N	S1	TAF2
NCOA7	HsaEX0042095	chr6:125796680-125796797	118	chr6:125786213,125796680-125796797,125815291	C1	HeLa_TAF2_C	43.58	N	S1	TAF2
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	HeLa_FRT	66.67	VLOW	S1	TAF2dIDR
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	HeLa_FRT_A	20	N	S1	TAF2dIDR
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	HeLa_FRT_B	76.47	N	S1	TAF2dIDR
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	HeLa_FRT_C	71.43	N	S1	TAF2dIDR
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	HeLa_NLSTAF2dIDR	34.88	VLOW	S1	TAF2dIDR
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	HeLa_NLSTAF2dIDR_A	41.18	N	S1	TAF2dIDR
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	HeLa_NLSTAF2dIDR_B	38.46	N	S1	TAF2dIDR
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	HeLa_NLSTAF2dIDR_C	23.08	N	S1	TAF2dIDR
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	HeLa_TAF2	39.64	N	S1	TAF2dIDR
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	HeLa_TAF2_A	32.84	N	S1	TAF2dIDR
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	HeLa_TAF2_B	60	N	S1	TAF2dIDR
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	HeLa_TAF2_C	33.33	N	S1	TAF2dIDR
LRRFIP1	HsaEX0036739	chr2:237727876-237727935	60	chr2:237720822,237727876-237727935,237748364	C2	HeLa_FRT	26.87	LOW	S1	TAF2
LRRFIP1	HsaEX0036739	chr2:237727876-237727935	60	chr2:237720822,237727876-237727935,237748364	C2	HeLa_FRT_A	26.09	N	S1	TAF2
LRRFIP1	HsaEX0036739	chr2:237727876-237727935	60	chr2:237720822,237727876-237727935,237748364	C2	HeLa_FRT_B	25.52	N	S1	TAF2
LRRFIP1	HsaEX0036739	chr2:237727876-237727935	60	chr2:237720822,237727876-237727935,237748364	C2	HeLa_FRT_C	28.78	N	S1	TAF2
LRRFIP1	HsaEX0036739	chr2:237727876-237727935	60	chr2:237720822,237727876-237727935,237748364	C2	HeLa_NLSTAF2dIDR	40.55	LOW	S1	TAF2
LRRFIP1	HsaEX0036739	chr2:237727876-237727935	60	chr2:237720822,237727876-237727935,237748364	C2	HeLa_NLSTAF2dIDR_A	32.21	N	S1	TAF2
LRRFIP1	HsaEX0036739	chr2:237727876-237727935	60	chr2:237720822,237727876-237727935,237748364	C2	HeLa_NLSTAF2dIDR_B	46.83	N	S1	TAF2
LRRFIP1	HsaEX0036739	chr2:237727876-237727935	60	chr2:237720822,237727876-237727935,237748364	C2	HeLa_NLSTAF2dIDR_C	43.38	N	S1	TAF2
LRRFIP1	HsaEX0036739	chr2:237727876-237727935	60	chr2:237720822,237727876-237727935,237748364	C2	HeLa_TAF2	51.2	VLOW	S1	TAF2
LRRFIP1	HsaEX0036739	chr2:237727876-237727935	60	chr2:237720822,237727876-237727935,237748364	C2	HeLa_TAF2_A	24.94	N	S1	TAF2
LRRFIP1	HsaEX0036739	chr2:237727876-237727935	60	chr2:237720822,237727876-237727935,237748364	C2	HeLa_TAF2_B	48.31	N	S1	TAF2
LRRFIP1	HsaEX0036739	chr2:237727876-237727935	60	chr2:237720822,237727876-237727935,237748364	C2	HeLa_TAF2_C	100	N	S1	TAF2
PANK2	HsaEX0045367	chr20:3891244-3891411	168	chr20:3888904+3889016,3891244-3891411,3907926	S	HeLa_FRT	62.96	N	S1	TAF2
PANK2	HsaEX0045367	chr20:3891244-3891411	168	chr20:3888904+3889016,3891244-3891411,3907926	S	HeLa_FRT_A	60	N	S1	TAF2
PANK2	HsaEX0045367	chr20:3891244-3891411	168	chr20:3888904+3889016,3891244-3891411,3907926	S	HeLa_FRT_B	52.94	N	S1	TAF2
PANK2	HsaEX0045367	chr20:3891244-3891411	168	chr20:3888904+3889016,3891244-3891411,3907926	S	HeLa_FRT_C	100	N	S1	TAF2
PANK2	HsaEX0045367	chr20:3891244-3891411	168	chr20:3888904+3889016,3891244-3891411,3907926	S	HeLa_NLSTAF2dIDR	65.22	N	S1	TAF2
PANK2	HsaEX0045367	chr20:3891244-3891411	168	chr20:3888904+3889016,3891244-3891411,3907926	S	HeLa_NLSTAF2dIDR_A	83.33	N	S1	TAF2
PANK2	HsaEX0045367	chr20:3891244-3891411	168	chr20:3888904+3889016,3891244-3891411,3907926	S	HeLa_NLSTAF2dIDR_B	66.67	N	S1	TAF2
PANK2	HsaEX0045367	chr20:3891244-3891411	168	chr20:3888904+3889016,3891244-3891411,3907926	S	HeLa_NLSTAF2dIDR_C	20	N	S1	TAF2
PANK2	HsaEX0045367	chr20:3891244-3891411	168	chr20:3888904+3889016,3891244-3891411,3907926	S	HeLa_TAF2	24.53	OK	S1	TAF2
PANK2	HsaEX0045367	chr20:3891244-3891411	168	chr20:3888904+3889016,3891244-3891411,3907926	S	HeLa_TAF2_A	11.11	N	S1	TAF2
PANK2	HsaEX0045367	chr20:3891244-3891411	168	chr20:3888904+3889016,3891244-3891411,3907926	S	HeLa_TAF2_B	25	N	S1	TAF2
PANK2	HsaEX0045367	chr20:3891244-3891411	168	chr20:3888904+3889016,3891244-3891411,3907926	S	HeLa_TAF2_C	36.84	N	S1	TAF2
PODNL1	HsaEX0048803	chr19:13935980-13936044	65	chr19:13936367+13936433,13935980-13936044,13933993	C2	HeLa_FRT	17.98	OK	S1	TAF2
PODNL1	HsaEX0048803	chr19:13935980-13936044	65	chr19:13936367+13936433,13935980-13936044,13933993	C2	HeLa_FRT_A	23.78	N	S1	TAF2
PODNL1	HsaEX0048803	chr19:13935980-13936044	65	chr19:13936367+13936433,13935980-13936044,13933993	C2	HeLa_FRT_B	10.47	VLOW	S1	TAF2
PODNL1	HsaEX0048803	chr19:13935980-13936044	65	chr19:13936367+13936433,13935980-13936044,13933993	C2	HeLa_FRT_C	22.37	VLOW	S1	TAF2
PODNL1	HsaEX0048803	chr19:13935980-13936044	65	chr19:13936367+13936433,13935980-13936044,13933993	C2	HeLa_NLSTAF2dIDR	21.23	OK	S1	TAF2
PODNL1	HsaEX0048803	chr19:13935980-13936044	65	chr19:13936367+13936433,13935980-13936044,13933993	C2	HeLa_NLSTAF2dIDR_A	26.32	N	S1	TAF2
PODNL1	HsaEX0048803	chr19:13935980-13936044	65	chr19:13936367+13936433,13935980-13936044,13933993	C2	HeLa_NLSTAF2dIDR_B	23.79	VLOW	S1	TAF2
PODNL1	HsaEX0048803	chr19:13935980-13936044	65	chr19:13936367+13936433,13935980-13936044,13933993	C2	HeLa_NLSTAF2dIDR_C	13.49	N	S1	TAF2
PODNL1	HsaEX0048803	chr19:13935980-13936044	65	chr19:13936367+13936433,13935980-13936044,13933993	C2	HeLa_TAF2	41.49	N	S1	TAF2
PODNL1	HsaEX0048803	chr19:13935980-13936044	65	chr19:13936367+13936433,13935980-13936044,13933993	C2	HeLa_TAF2_A	50	N	S1	TAF2
PODNL1	HsaEX0048803	chr19:13935980-13936044	65	chr19:13936367+13936433,13935980-13936044,13933993	C2	HeLa_TAF2_B	23.75	N	S1	TAF2
PODNL1	HsaEX0048803	chr19:13935980-13936044	65	chr19:13936367+13936433,13935980-13936044,13933993	C2	HeLa_TAF2_C	47.53	N	S1	TAF2
PPP2R1B	HsaEX0049651	chr11:111737448-111737569	122	chr11:111742053,111737448-111737569,111727057	S	HeLa_FRT	73.33	VLOW	S1	TAF2
PPP2R1B	HsaEX0049651	chr11:111737448-111737569	122	chr11:111742053,111737448-111737569,111727057	S	HeLa_FRT_A	100	N	S1	TAF2
PPP2R1B	HsaEX0049651	chr11:111737448-111737569	122	chr11:111742053,111737448-111737569,111727057	S	HeLa_FRT_B	55.56	N	S1	TAF2
PPP2R1B	HsaEX0049651	chr11:111737448-111737569	122	chr11:111742053,111737448-111737569,111727057	S	HeLa_FRT_C	75	N	S1	TAF2
PPP2R1B	HsaEX0049651	chr11:111737448-111737569	122	chr11:111742053,111737448-111737569,111727057	S	HeLa_NLSTAF2dIDR	93.55	LOW	S1	TAF2
PPP2R1B	HsaEX0049651	chr11:111737448-111737569	122	chr11:111742053,111737448-111737569,111727057	S	HeLa_NLSTAF2dIDR_A	100	N	S1	TAF2
PPP2R1B	HsaEX0049651	chr11:111737448-111737569	122	chr11:111742053,111737448-111737569,111727057	S	HeLa_NLSTAF2dIDR_B	83.33	N	S1	TAF2
PPP2R1B	HsaEX0049651	chr11:111737448-111737569	122	chr11:111742053,111737448-111737569,111727057	S	HeLa_NLSTAF2dIDR_C	100	N	S1	TAF2
PPP2R1B	HsaEX0049651	chr11:111737448-111737569	122	chr11:111742053,111737448-111737569,111727057	S	HeLa_TAF2	54.29	VLOW	S1	TAF2
PPP2R1B	HsaEX0049651	chr11:111737448-111737569	122	chr11:111742053,111737448-111737569,111727057	S	HeLa_TAF2_A	50	N	S1	TAF2
PPP2R1B	HsaEX0049651	chr11:111737448-111737569	122	chr11:111742053,111737448-111737569,111727057	S	HeLa_TAF2_B	66.67	N	S1	TAF2
PPP2R1B	HsaEX0049651	chr11:111737448-111737569	122	chr11:111742053,111737448-111737569,111727057	S	HeLa_TAF2_C	46.67	N	S1	TAF2
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	HeLa_FRT	64.13	LOW	S1	TAF2
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	HeLa_FRT_A	71.55	N	S1	TAF2
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	HeLa_FRT_B	50	N	S1	TAF2
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	HeLa_FRT_C	66.83	N	S1	TAF2
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	HeLa_NLSTAF2dIDR	82.2	OK	S1	TAF2
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	HeLa_NLSTAF2dIDR_A	81.29	LOW	S1	TAF2
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	HeLa_NLSTAF2dIDR_B	87.55	N	S1	TAF2
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	HeLa_NLSTAF2dIDR_C	75.19	N	S1	TAF2
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	HeLa_TAF2	100	VLOW	S1	TAF2
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	HeLa_TAF2_A	100	N	S1	TAF2
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	HeLa_TAF2_B	100	N	S1	TAF2
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	HeLa_TAF2_C	100	VLOW	S1	TAF2
OAZ3	HsaEX0044506	chr1:151768145-151768233	89	chr1:151767299,151767960+151768058+151768145-151768233,151770172	S	HeLa_FRT	76.47	LOW	S1	TAF2dIDR
OAZ3	HsaEX0044506	chr1:151768145-151768233	89	chr1:151767299,151767960+151768058+151768145-151768233,151770172	S	HeLa_FRT_A	100	N	S1	TAF2dIDR
OAZ3	HsaEX0044506	chr1:151768145-151768233	89	chr1:151767299,151767960+151768058+151768145-151768233,151770172	S	HeLa_FRT_B	80	N	S1	TAF2dIDR
OAZ3	HsaEX0044506	chr1:151768145-151768233	89	chr1:151767299,151767960+151768058+151768145-151768233,151770172	S	HeLa_FRT_C	40	N	S1	TAF2dIDR
OAZ3	HsaEX0044506	chr1:151768145-151768233	89	chr1:151767299,151767960+151768058+151768145-151768233,151770172	S	HeLa_NLSTAF2dIDR	46.94	VLOW	S1	TAF2dIDR
OAZ3	HsaEX0044506	chr1:151768145-151768233	89	chr1:151767299,151767960+151768058+151768145-151768233,151770172	S	HeLa_NLSTAF2dIDR_A	42.86	N	S1	TAF2dIDR
OAZ3	HsaEX0044506	chr1:151768145-151768233	89	chr1:151767299,151767960+151768058+151768145-151768233,151770172	S	HeLa_NLSTAF2dIDR_B	53.85	N	S1	TAF2dIDR
OAZ3	HsaEX0044506	chr1:151768145-151768233	89	chr1:151767299,151767960+151768058+151768145-151768233,151770172	S	HeLa_NLSTAF2dIDR_C	46.67	N	S1	TAF2dIDR
OAZ3	HsaEX0044506	chr1:151768145-151768233	89	chr1:151767299,151767960+151768058+151768145-151768233,151770172	S	HeLa_TAF2	82.61	VLOW	S1	TAF2dIDR
OAZ3	HsaEX0044506	chr1:151768145-151768233	89	chr1:151767299,151767960+151768058+151768145-151768233,151770172	S	HeLa_TAF2_A	77.78	N	S1	TAF2dIDR
OAZ3	HsaEX0044506	chr1:151768145-151768233	89	chr1:151767299,151767960+151768058+151768145-151768233,151770172	S	HeLa_TAF2_B	71.43	N	S1	TAF2dIDR
OAZ3	HsaEX0044506	chr1:151768145-151768233	89	chr1:151767299,151767960+151768058+151768145-151768233,151770172	S	HeLa_TAF2_C	100	N	S1	TAF2dIDR
CENPC	HsaEX1008204	chr4:67492751-67492821	71	chr4:67493884,67492751-67492821,67492251+67492275	C3	HeLa_FRT	58.62	N	S1	TAF2dIDR
CENPC	HsaEX1008204	chr4:67492751-67492821	71	chr4:67493884,67492751-67492821,67492251+67492275	C3	HeLa_FRT_A	50	N	S1	TAF2dIDR
CENPC	HsaEX1008204	chr4:67492751-67492821	71	chr4:67493884,67492751-67492821,67492251+67492275	C3	HeLa_FRT_B	100	N	S1	TAF2dIDR
CENPC	HsaEX1008204	chr4:67492751-67492821	71	chr4:67493884,67492751-67492821,67492251+67492275	C3	HeLa_FRT_C	50	N	S1	TAF2dIDR
CENPC	HsaEX1008204	chr4:67492751-67492821	71	chr4:67493884,67492751-67492821,67492251+67492275	C3	HeLa_NLSTAF2dIDR	31.82	LOW	S1	TAF2dIDR
CENPC	HsaEX1008204	chr4:67492751-67492821	71	chr4:67493884,67492751-67492821,67492251+67492275	C3	HeLa_NLSTAF2dIDR_A	26.32	N	S1	TAF2dIDR
CENPC	HsaEX1008204	chr4:67492751-67492821	71	chr4:67493884,67492751-67492821,67492251+67492275	C3	HeLa_NLSTAF2dIDR_B	66.67	N	S1	TAF2dIDR
CENPC	HsaEX1008204	chr4:67492751-67492821	71	chr4:67493884,67492751-67492821,67492251+67492275	C3	HeLa_NLSTAF2dIDR_C	26.32	N	S1	TAF2dIDR
CENPC	HsaEX1008204	chr4:67492751-67492821	71	chr4:67493884,67492751-67492821,67492251+67492275	C3	HeLa_TAF2	42.86	VLOW	S1	TAF2dIDR
CENPC	HsaEX1008204	chr4:67492751-67492821	71	chr4:67493884,67492751-67492821,67492251+67492275	C3	HeLa_TAF2_A	62.5	N	S1	TAF2dIDR
CENPC	HsaEX1008204	chr4:67492751-67492821	71	chr4:67493884,67492751-67492821,67492251+67492275	C3	HeLa_TAF2_B	41.18	N	S1	TAF2dIDR
CENPC	HsaEX1008204	chr4:67492751-67492821	71	chr4:67493884,67492751-67492821,67492251+67492275	C3	HeLa_TAF2_C	11.11	N	S1	TAF2dIDR
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	HeLa_FRT	72.73	LOW	S1	TAF2dIDR
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	HeLa_FRT_A	77.78	N	S1	TAF2dIDR
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	HeLa_FRT_B	70	N	S1	TAF2dIDR
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	HeLa_FRT_C	73.33	N	S1	TAF2dIDR
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	HeLa_NLSTAF2dIDR	93.75	LOW	S1	TAF2dIDR
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	HeLa_NLSTAF2dIDR_A	89.47	VLOW	S1	TAF2dIDR
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	HeLa_NLSTAF2dIDR_B	100	N	S1	TAF2dIDR
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	HeLa_NLSTAF2dIDR_C	100	N	S1	TAF2dIDR
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	HeLa_TAF2	92.31	VLOW	S1	TAF2dIDR
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	HeLa_TAF2_A	100	N	S1	TAF2dIDR
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	HeLa_TAF2_B	100	N	S1	TAF2dIDR
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	HeLa_TAF2_C	77.78	N	S1	TAF2dIDR
RABGAP1L	HsaEX0051812	chr1:174702113-174702256	144	chr1:174699650,174702113-174702256,174752313	S	HeLa_FRT	100	VLOW	S1	TAF2dIDR
RABGAP1L	HsaEX0051812	chr1:174702113-174702256	144	chr1:174699650,174702113-174702256,174752313	S	HeLa_FRT_A	100	N	S1	TAF2dIDR
RABGAP1L	HsaEX0051812	chr1:174702113-174702256	144	chr1:174699650,174702113-174702256,174752313	S	HeLa_FRT_B	100	N	S1	TAF2dIDR
RABGAP1L	HsaEX0051812	chr1:174702113-174702256	144	chr1:174699650,174702113-174702256,174752313	S	HeLa_FRT_C	100	N	S1	TAF2dIDR
RABGAP1L	HsaEX0051812	chr1:174702113-174702256	144	chr1:174699650,174702113-174702256,174752313	S	HeLa_NLSTAF2dIDR	86.28	VLOW	S1	TAF2dIDR
RABGAP1L	HsaEX0051812	chr1:174702113-174702256	144	chr1:174699650,174702113-174702256,174752313	S	HeLa_NLSTAF2dIDR_A	79.05	VLOW	S1	TAF2dIDR
RABGAP1L	HsaEX0051812	chr1:174702113-174702256	144	chr1:174699650,174702113-174702256,174752313	S	HeLa_NLSTAF2dIDR_B	83.84	N	S1	TAF2dIDR
RABGAP1L	HsaEX0051812	chr1:174702113-174702256	144	chr1:174699650,174702113-174702256,174752313	S	HeLa_NLSTAF2dIDR_C	100	N	S1	TAF2dIDR
RABGAP1L	HsaEX0051812	chr1:174702113-174702256	144	chr1:174699650,174702113-174702256,174752313	S	HeLa_TAF2	93.96	VLOW	S1	TAF2dIDR
RABGAP1L	HsaEX0051812	chr1:174702113-174702256	144	chr1:174699650,174702113-174702256,174752313	S	HeLa_TAF2_A	100	N	S1	TAF2dIDR
RABGAP1L	HsaEX0051812	chr1:174702113-174702256	144	chr1:174699650,174702113-174702256,174752313	S	HeLa_TAF2_B	88.91	VLOW	S1	TAF2dIDR
RABGAP1L	HsaEX0051812	chr1:174702113-174702256	144	chr1:174699650,174702113-174702256,174752313	S	HeLa_TAF2_C	100	N	S1	TAF2dIDR
SPEF2	HsaEX6097697	chr5:35788946-35789031	86	chr5:35779346,35788885+35788946-35789031,35792340	C2	HeLa_FRT	77.78	VLOW	S1	TAF2dIDR
SPEF2	HsaEX6097697	chr5:35788946-35789031	86	chr5:35779346,35788885+35788946-35789031,35792340	C2	HeLa_FRT_A	83.33	N	S1	TAF2dIDR
SPEF2	HsaEX6097697	chr5:35788946-35789031	86	chr5:35779346,35788885+35788946-35789031,35792340	C2	HeLa_FRT_B	75	N	S1	TAF2dIDR
SPEF2	HsaEX6097697	chr5:35788946-35789031	86	chr5:35779346,35788885+35788946-35789031,35792340	C2	HeLa_FRT_C	75	N	S1	TAF2dIDR
SPEF2	HsaEX6097697	chr5:35788946-35789031	86	chr5:35779346,35788885+35788946-35789031,35792340	C2	HeLa_NLSTAF2dIDR	39.62	LOW	S1	TAF2dIDR
SPEF2	HsaEX6097697	chr5:35788946-35789031	86	chr5:35779346,35788885+35788946-35789031,35792340	C2	HeLa_NLSTAF2dIDR_A	36.36	N	S1	TAF2dIDR
SPEF2	HsaEX6097697	chr5:35788946-35789031	86	chr5:35779346,35788885+35788946-35789031,35792340	C2	HeLa_NLSTAF2dIDR_B	57.14	N	S1	TAF2dIDR
