GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_FRT	HeLa_FRT-Q	HeLa_FRT_A	HeLa_FRT_A-Q	HeLa_FRT_B	HeLa_FRT_B-Q	HeLa_FRT_C	HeLa_FRT_C-Q	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR-Q	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_A-Q	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_B-Q	HeLa_NLSTAF2dIDR_C	HeLa_NLSTAF2dIDR_C-Q	HeLa_TAF2	HeLa_TAF2-Q	HeLa_TAF2_A	HeLa_TAF2_A-Q	HeLa_TAF2_B	HeLa_TAF2_B-Q	HeLa_TAF2_C	HeLa_TAF2_C-Q	dPSI
FUK	HsaEX0026581	chr16:70469152-70469323	172	chr16:70468968,70469152-70469323,70470314	S	49.28	OK,OK,24=38=31,OK,S@45.83,47.17	60.84	VLOW,VLOW,6=10=5,OK,S@12.78,8.22	43.15	LOW,LOW,8=17=16,B1,S@17.69,23.31	50.51	VLOW,VLOW,10=11=10,OK,S@15.66,15.34	71.03	SOK,SOK,48=58=21,OK,S@90.21,36.79	73.19	OK,OK,21=24=8,OK,S@38.79,14.21	78.45	VLOW,VLOW,8=22=4,B1,S@26.67,7.33	62.60	LOW,LOW,19=12=9,OK,S@25.04,14.96	58.62	OK,OK,37=33=24,OK,S@55.10,38.90	61.46	VLOW,VLOW,10=13=7,OK,S@18.44,11.56	58.11	VLOW,VLOW,11=9=7,OK,S@15.69,11.31	56.75	LOW,LOW,16=11=10,OK,S@21.00,16.00	21.75
RBBP4	HsaEX1030778	chr1:32673459-32673580	122	chr1:32672901,32673459-32673580,32679472+32679640+32679644	S	25.02	VLOW,VLOW,2=5=11,B1,S@4.50,13.50	26.11	N,N,0=2=3,Bn,S@1.31,3.69	7.87	N,N,1=0=6,Bn,S@0.55,6.45	51.28	N,N,1=3=2,B1,S@3.08,2.92	58.42	VLOW,VLOW,9=18=10,B1,S@21.62,15.38	60.93	N,N,3=6=3,B1,S@7.31,4.69	51.09	N,N,2=6=4,B1,S@6.13,5.87	63.36	N,N,4=6=3,OK,S@8.24,4.76	57.63	VLOW,VLOW,9=17=10,OK,S@20.75,15.25	31.04	N,N,1=5=7,B2,S@4.04,8.96	65.73	N,N,5=6=3,OK,S@9.20,4.80	100.00	N,N,3=6=0,B1,S@9.00,0.00	33.40
SNED1	HsaEX0060670	chr2:241064844-241064957	114	chr2:241064125,241064844-241064957,241065299	S	81.82	VLOW,VLOW,8=10=2,OK,S@16.36,3.64	60.00	N,N,3=0=1,Bn,S@2.40,1.60	81.82	N,N,2=7=1,B1,S@8.18,1.82	100.00	N,N,3=3=0,OK,S@6.00,0.00	100.00	VLOW,VLOW,6=11=0,OK,S@17.00,0.00	100.00	N,N,1=5=0,B1,S@6.00,0.00	100.00	N,N,4=6=0,OK,S@10.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	90.00	VLOW,VLOW,6=12=1,OK,S@17.10,1.90	100.00	N,N,1=3=0,B1,S@4.00,0.00	71.43	N,N,2=3=1,OK,S@4.29,1.71	100.00	N,N,3=6=0,OK,S@9.00,0.00	18.18
RELL2	HsaEX0053026	chr5:141638170-141638409	240	chr5:141637741+141637748,141638170-141638409,141638795	S	80.49	LOW,LOW,13=20=4,OK,S@29.78,7.22	81.82	N,N,5=4=1,OK,S@8.18,1.82	86.67	N,N,6=7=1,OK,S@12.13,1.87	73.33	N,N,2=9=2,B1,S@9.53,3.47	65.00	VLOW,VLOW,12=14=7,OK,S@21.45,11.55	62.50	N,N,4=6=3,OK,S@8.12,4.88	45.45	N,N,4=1=3,B1,S@3.64,4.36	84.62	N,N,4=7=1,OK,S@10.15,1.85	89.47	N,N,4=30=2,B2,S@32.21,3.79	88.24	N,N,0=15=1,B3,S@14.12,1.88	81.82	N,N,3=6=1,OK,S@8.18,1.82	100.00	N,N,1=9=0,B2,S@10.00,0.00	-15.49
RILP	HsaEX0053628	chr17:1646910-1646989	80	chr17:1647835,1646906+1646910-1646989,1646619	S	72.84	OK,OK,23=36=11,OK,S@50.99,19.01	91.30	VLOW,VLOW,7=14=1,OK,S@20.09,1.91	76.00	VLOW,VLOW,9=10=3,OK,S@16.72,5.28	57.58	VLOW,VLOW,7=12=7,OK,S@14.97,11.03	93.44	OK,OK,26=31=2,OK,S@55.13,3.87	100.00	VLOW,VLOW,6=11=0,OK,S@17.00,0.00	90.00	VLOW,VLOW,12=6=1,OK,S@17.10,1.90	91.67	VLOW,VLOW,8=14=1,OK,S@21.08,1.92	84.13	OK,OK,23=30=5,OK,S@48.80,9.20	73.91	VLOW,VLOW,6=11=3,OK,S@14.78,5.22	88.89	N,N,7=9=1,OK,S@15.11,1.89	90.91	VLOW,VLOW,10=10=1,OK,S@19.09,1.91	20.60
GBX2	HsaEX0027174	chr2:236167138-236167174	37	chr2:236167449,236167138-236167174,236166437	S	17.70	LOW,LOW,0=7=19,Bn,S@4.60,21.40	20.60	N,N,0=4=9,Bn,S@2.68,10.32	30.43	N,N,0=3=4,Bn,S@2.13,4.87	0.00	N,N,0=0=6,Bn,S@0.00,6.00	0.00	OK,OK,0=0=32,Bn,S@0.00,32.00	0.00	VLOW,VLOW,0=0=13,Bn,S@0.00,13.00	0.00	N,N,0=0=7,Bn,S@0.00,7.00	0.00	VLOW,VLOW,0=0=12,Bn,S@0.00,12.00	0.00	OK,OK,0=0=23,Bn,S@0.00,23.00	0.00	N,N,0=0=5,Bn,S@0.00,5.00	0.00	N,N,0=0=7,Bn,S@0.00,7.00	0.00	VLOW,VLOW,0=0=11,Bn,S@0.00,11.00	-17.70
COL4A3	HsaEX0016538	chr2:227296487-227296526	40	chr2:227295316,227296487-227296526,227297674	S	19.71	VLOW,VLOW,2=3=11,OK,S@3.15,12.85	9.58	N,N,1=0=5,Bn,S@0.57,5.43	62.12	N,N,0=3=1,Bn,S@2.48,1.52	9.58	N,N,1=0=5,Bn,S@0.57,5.43	4.02	VLOW,VLOW,0=1=13,Bn,S@0.56,13.44	0.00	N,N,0=0=6,Bn,S@0.00,6.00	0.00	N,N,0=0=4,Bn,S@0.00,4.00	15.37	N,N,0=1=3,Bn,S@0.61,3.39	16.45	VLOW,VLOW,1=3=11,B1,S@2.47,12.53	9.83	N,N,0=1=5,Bn,S@0.59,5.41	21.41	N,N,0=1=2,Bn,S@0.64,2.36	21.18	N,N,1=1=4,OK,S@1.27,4.73	-15.69
PRELID1	HsaEX1029362	chr5:177305915-177305984	70	chr5:177304850,177305730+177305871+177305915-177305984,177306098+177306124	S	67.44	LOW,LOW,16=13=7,OK,S@24.28,11.72	69.23	N,N,4=5=2,OK,S@7.62,3.38	77.78	N,N,7=7=2,OK,S@12.44,3.56	50.00	N,N,5=1=3,B1,S@4.50,4.50	85.71	OK,OK,26=22=4,OK,S@44.57,7.43	78.57	VLOW,VLOW,12=10=3,OK,S@19.64,5.36	100.00	N,N,8=6=0,OK,S@14.00,0.00	85.71	N,N,6=6=1,OK,S@11.14,1.86	90.24	OK,OK,20=17=2,OK,S@35.19,3.81	86.67	N,N,6=7=1,OK,S@12.13,1.87	100.00	N,N,9=7=0,OK,S@16.00,0.00	80.00	N,N,5=3=1,OK,S@7.20,1.80	18.27
ZFPM1	HsaEX0072684	chr16:88532614-88532687	74	chr16:88532235,88532614-88532687+88532709,88532789	S	100.00	VLOW,VLOW,8=14=0,OK,S@22.00,0.00	100.00	N,N,4=7=0,OK,S@11.00,0.00	100.00	N,N,2=4=0,OK,S@6.00,0.00	100.00	N,N,2=3=0,OK,S@5.00,0.00	78.95	VLOW,VLOW,5=10=2,OK,S@13.42,3.58	100.00	N,N,1=3=0,B1,S@4.00,0.00	100.00	N,N,3=2=0,OK,S@5.00,0.00	60.00	N,N,1=5=2,B1,S@4.80,3.20	100.00	N,N,6=6=0,OK,S@12.00,0.00	100.00	N,N,5=1=0,B1,S@6.00,0.00	100.00	N,N,1=3=0,B1,S@4.00,0.00	100.00	N,N,0=2=0,Bn,S@2.00,0.00	-21.05
UBOX5	HsaEX0068916	chr20:3115305-3115466	162	chr20:3121384,3115305-3115466,3110309+3110314	S	69.97	OK,OK,17=28=10,OK,S@38.48,16.52	88.49	N,N,4=11=1,B1,S@14.16,1.84	70.09	VLOW,VLOW,8=10=4,OK,S@15.42,6.58	55.50	N,N,5=7=5,OK,S@9.44,7.56	42.13	OK,OK,17=28=32,OK,S@32.44,44.56	52.94	VLOW,VLOW,8=16=11,OK,S@18.53,16.47	32.17	VLOW,VLOW,4=7=12,OK,S@7.40,15.60	36.78	N,N,5=5=9,OK,S@6.99,12.01	60.60	OK,OK,22=19=14,OK,S@33.33,21.67	53.05	N,N,6=7=6,OK,S@10.08,8.92	67.79	N,N,9=7=4,OK,S@13.56,6.44	61.28	N,N,7=5=4,OK,S@9.80,6.20	-27.84
NOTUM	HsaEX0043424	chr17:81957806-81957908	103	chr17:81958335,81957806-81957908,81957074+81957475	S	60.00	VLOW,VLOW,5=10=5,OK,S@12.00,8.00	33.33	N,N,1=2=3,OK,S@2.00,4.00	60.00	N,N,2=4=2,OK,S@4.80,3.20	100.00	N,N,2=4=0,OK,S@6.00,0.00	82.35	VLOW,VLOW,9=19=3,B1,S@25.53,5.47	71.43	N,N,3=7=2,B1,S@8.57,3.43	66.67	N,N,3=1=1,B1,S@3.33,1.67	100.00	N,N,3=11=0,B1,S@14.00,0.00	100.00	LOW,LOW,18=14=0,OK,S@32.00,0.00	100.00	N,N,7=4=0,OK,S@11.00,0.00	100.00	N,N,5=3=0,OK,S@8.00,0.00	100.00	N,N,6=7=0,OK,S@13.00,0.00	22.35
C19orf54	HsaEX1006185	chr19:40750285-40750354	70	chr19:40751290+40751393,40750285-40750354+40750433,40749607+40749685+40749732	S	100.00	VLOW,VLOW,8=24=0,B1,S@32.00,0.00	100.00	N,N,3=7=0,B1,S@10.00,0.00	100.00	N,N,3=7=0,B1,S@10.00,0.00	100.00	N,N,2=10=0,B1,S@12.00,0.00	81.30	OK,OK,18=20=4,OK,S@34.15,7.85	80.51	VLOW,VLOW,8=10=2,OK,S@16.10,3.90	77.40	N,N,7=8=2,OK,S@13.16,3.84	100.00	N,N,3=2=0,OK,S@5.00,0.00	73.45	VLOW,VLOW,6=12=3,OK,S@15.42,5.58	53.42	N,N,1=4=2,B1,S@3.74,3.26	100.00	N,N,0=1=0,Bn,S@1.00,0.00	84.72	N,N,5=7=1,OK,S@11.01,1.99	-18.70
ZNF517	HsaEX0073838	chr8:144803641-144803767	127	chr8:144802947,144803641-144803767,144804120+144804125+144804146	S	87.92	LOW,LOW,13=32=3,B1,S@42.20,5.80	75.93	N,N,4=9=2,B1,S@11.39,3.61	88.59	N,N,3=13=1,B1,S@15.06,1.94	100.00	VLOW,VLOW,6=10=0,OK,S@16.00,0.00	71.40	OK,OK,21=15=7,OK,S@30.70,12.30	75.93	N,N,8=5=2,OK,S@11.39,3.61	100.00	N,N,3=6=0,OK,S@9.00,0.00	57.61	N,N,10=4=5,B1,S@10.95,8.05	65.29	LOW,LOW,15=16=8,OK,S@25.46,13.54	66.01	N,N,4=4=2,OK,S@6.60,3.40	77.26	N,N,7=7=2,OK,S@12.36,3.64	52.20	N,N,4=5=4,OK,S@6.79,6.21	-16.52
ZNF311	HsaEX0073392	chr6:28999487-28999613	127	chr6:28999956,28999487-28999613+28999632+28999637+28999659,28998838	S	79.17	OK,OK,21=17=5,OK,S@34.04,8.96	75.00	VLOW,VLOW,10=8=3,OK,S@15.75,5.25	69.23	N,N,5=4=2,OK,S@7.62,3.38	100.00	N,N,6=5=0,OK,S@11.00,0.00	100.00	OK,OK,24=34=0,OK,S@58.00,0.00	100.00	VLOW,VLOW,10=8=0,OK,S@18.00,0.00	100.00	VLOW,VLOW,11=10=0,OK,S@21.00,0.00	100.00	N,N,3=16=0,B2,S@19.00,0.00	96.08	OK,OK,23=26=1,OK,S@48.04,1.96	92.59	LOW,LOW,10=15=1,OK,S@24.07,1.93	100.00	VLOW,VLOW,10=5=0,OK,S@15.00,0.00	100.00	N,N,3=6=0,OK,S@9.00,0.00	20.83
L3MBTL3	HsaEX0035149	chr6:130049756-130049830	75	chr6:130049393,130049651+130049756-130049830,130051249	S	40.98	LOW,LOW,10=15=18,OK,S@17.62,25.38	53.85	N,N,4=3=3,OK,S@5.38,4.62	24.14	VLOW,VLOW,4=3=11,OK,S@4.35,13.65	57.89	N,N,2=9=4,B1,S@8.68,6.32	20.00	OK,OK,8=6=28,OK,S@8.40,33.60	17.65	VLOW,VLOW,4=2=14,OK,S@3.53,16.47	25.00	N,N,4=2=9,OK,S@3.75,11.25	16.67	N,N,0=2=5,Bn,S@1.17,5.83	27.27	LOW,LOW,9=3=16,B1,S@7.64,20.36	27.27	N,N,6=0=8,Bn,S@3.82,10.18	25.00	N,N,2=2=6,OK,S@2.50,7.50	33.33	N,N,1=1=2,OK,S@1.33,2.67	-20.98
LINC01481	HsaEX0000053	chr12:70243066-70243204	139	chr12:70243312,70243066-70243204,70242893	S	30.30	OK,OK,3=17=23,B2,S@13.03,29.97	33.33	N,N,0=3=3,Bn,S@2.00,4.00	14.29	LOW,LOW,3=2=15,OK,S@2.86,17.14	54.55	N,N,0=12=5,Bl,S@9.27,7.73	46.27	LOW,LOW,4=27=18,B2,S@22.67,26.33	46.15	N,N,1=11=7,B2,S@8.77,10.23	65.22	N,N,3=12=4,B1,S@12.39,6.61	22.22	N,N,0=4=7,Bn,S@2.44,8.56	32.20	OK,OK,2=17=20,B2,S@12.56,26.44	37.50	N,N,1=5=5,B1,S@4.12,6.88	66.67	N,N,1=7=2,B2,S@6.67,3.33	16.13	VLOW,VLOW,0=5=13,Bn,S@2.90,15.10	15.97
TSPOAP1	HsaEX0008754	chr17:58305061-58305171	111	chr17:58305387,58305061-58305171,58302447	C2	83.51	VLOW,VLOW,10=11=2,OK,C2@19.21,3.79	79.42	N,N,5=3=1,OK,C1@7.15,1.85	100.00	N,N,2=5=0,B1,C2@7.00,0.00	74.46	N,N,3=3=1,OK,C1@5.21,1.79	100.00	LOW,LOW,11=17=0,OK,C2@28.00,0.00	100.00	N,N,5=7=0,OK,C1@12.00,0.00	100.00	N,N,5=7=0,OK,C2@12.00,0.00	100.00	N,N,1=3=0,B1,C2@4.00,0.00	86.20	N,N,3=10=1,B1,C2@12.07,1.93	59.07	N,N,1=2=1,B1,C2@2.36,1.64	100.00	N,N,2=5=0,B1,C3@7.00,0.00	100.00	N,N,0=3=0,Bn,C2@3.00,0.00	16.49
TSPOAP1	HsaEX0008756	chr17:58304338-58304399	62	chr17:58305061,58304338-58304399,58302447	S	11.40	VLOW,VLOW,3=0=11,Bn,C2@1.60,12.40	0.00	N,N,0=0=4,Bn,C2@0.00,4.00	32.05	N,N,3=0=3,Bn,C1@1.92,4.08	0.00	N,N,0=0=4,Bn,C2@0.00,4.00	32.64	VLOW,VLOW,6=5=11,OK,S@7.18,14.82	13.94	N,N,1=1=6,OK,S@1.12,6.88	49.28	N,N,3=3=3,OK,S@4.44,4.56	41.92	N,N,2=1=2,OK,C1@2.10,2.90	27.40	N,N,4=0=5,Bn,C1@2.47,6.53	19.08	N,N,1=0=2,Bn,C2@0.57,2.43	48.54	N,N,2=0=1,Bn,S@1.46,1.54	19.08	N,N,1=0=2,Bn,S@0.57,2.43	21.24
TSPOAP1	HsaEX0008747	chr17:58323468-58323545	78	chr17:58324250+58324361,58323468-58323545,58323381	C2	83.74	VLOW,VLOW,10=10=2,OK,C1@18.42,3.58	100.00	N,N,6=2=0,B1,C1@8.00,0.00	80.69	N,N,2=6=1,B1,C1@7.26,1.74	67.32	N,N,2=2=1,OK,S@3.37,1.63	100.00	VLOW,VLOW,10=11=0,OK,S@21.00,0.00	100.00	N,N,5=5=0,OK,S@10.00,0.00	100.00	N,N,2=4=0,B1,C1@6.00,0.00	100.00	N,N,3=2=0,OK,S@5.00,0.00	67.32	N,N,8=8=4,OK,C1@13.46,6.54	69.79	N,N,5=4=2,OK,C1@7.68,3.32	43.34	N,N,2=1=2,OK,C1@2.17,2.83	100.00	N,N,1=3=0,B1,S@4.00,0.00	16.26
ZNF263	HsaEX1044939	chr16:3299106-3299156	51	chr16:3290319+3290553,3299106-3299156,3300913	C1	100.00	VLOW,VLOW,12=9=0,OK,C1@21.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	100.00	N,N,3=0=0,Bn,C3@3.00,0.00	100.00	N,N,7=8=0,OK,C1@15.00,0.00	73.91	VLOW,VLOW,11=6=3,OK,C1@14.78,5.22	71.43	N,N,4=1=1,B1,C1@4.29,1.71	100.00	N,N,7=2=0,B1,C1@9.00,0.00	42.86	N,N,0=3=2,Bn,C2@2.14,2.86	100.00	N,N,3=5=0,OK,S@8.00,0.00	100.00	N,N,2=2=0,OK,S@4.00,0.00	100.00	N,N,1=1=0,OK,S@2.00,0.00	100.00	N,N,0=2=0,Bn,S@2.00,0.00	-26.09
REV3L	HsaEX0053135	chr6:111472013-111472140	128	chr6:111482362+111482750,111472013-111472140,111416472	C1	40.00	LOW,LOW,13=11=18,OK,S@16.80,25.20	50.00	N,N,4=4=4,OK,S@6.00,6.00	40.74	N,N,5=6=8,OK,C1@7.74,11.26	29.41	N,N,4=1=6,B1,S@3.24,7.76	23.46	OK,OK,14=5=31,B1,S@11.73,38.27	18.18	LOW,LOW,4=4=18,OK,S@4.73,21.27	33.33	N,N,6=0=6,Bn,S@4.00,8.00	26.32	N,N,4=1=7,B1,S@3.16,8.84	22.56	OK,OK,14=3=29,B1,C1@10.38,35.62	27.27	N,N,6=0=8,Bn,C1@3.82,10.18	26.67	VLOW,VLOW,6=2=11,B1,C1@5.07,13.93	12.85	VLOW,VLOW,2=1=10,OK,C1@1.67,11.33	-16.54
LRRC23	HsaEX0036545	chr12:6905845-6905954	110	chr12:6905759,6905845-6905954,6906409	S	55.56	LOW,LOW,24=11=14,B1,S@27.22,21.78	66.67	N,N,12=4=4,B1,S@13.33,6.67	33.33	N,N,5=1=6,B1,S@4.00,8.00	61.90	N,N,7=6=4,OK,S@10.52,6.48	33.33	OK,OK,15=11=26,OK,S@17.33,34.67	33.33	N,N,6=1=7,B2,S@4.67,9.33	33.33	VLOW,VLOW,5=6=11,OK,S@7.33,14.67	33.33	N,N,4=4=8,OK,S@5.33,10.67	24.24	OK,OK,7=9=25,OK,S@9.94,31.06	23.08	N,N,0=3=5,Bn,S@1.85,6.15	25.00	N,N,3=3=9,OK,S@3.75,11.25	24.14	VLOW,VLOW,4=3=11,OK,S@4.35,13.65	-22.23
MAMLD1	HsaEX0037346	chrX:150473680-150473802	123	chrX:150471490,150473680-150473802,150503274	C1	40.30	OK,OK,20=7=20,B1,C1@18.94,28.06	42.86	N,N,4=2=4,OK,C1@4.29,5.71	38.46	N,N,7=3=8,B1,C1@6.92,11.08	40.74	N,N,9=2=8,B1,C1@7.74,11.26	58.54	OK,OK,25=23=17,OK,C1@38.05,26.95	68.75	VLOW,VLOW,13=9=5,OK,C1@18.56,8.44	60.00	N,N,4=8=4,OK,C1@9.60,6.40	46.67	N,N,8=6=8,OK,S@10.27,11.73	56.52	OK,OK,19=20=15,OK,S@30.52,23.48	73.33	N,N,3=8=2,B1,S@9.53,3.47	43.75	N,N,8=6=9,OK,S@10.06,12.94	63.64	N,N,8=6=4,OK,S@11.46,6.54	18.24
MTMR11	HsaEX0040571	chr1:149931260-149931379	120	chr1:149931944,149931260-149931379+149931426+149931473,149930965	S	56.57	VLOW,VLOW,13=8=8,OK,C1@16.41,12.59	32.89	N,N,1=2=3,OK,C2@1.97,4.03	60.00	N,N,3=3=2,OK,C2@4.80,3.20	66.67	N,N,9=3=3,B1,S@10.00,5.00	78.72	LOW,LOW,18=19=5,OK,S@33.06,8.94	80.00	N,N,7=9=2,OK,S@14.40,3.60	73.33	N,N,4=7=2,OK,C1@9.53,3.47	83.33	N,N,7=3=1,B1,S@9.17,1.83	93.55	LOW,LOW,11=18=1,OK,S@28.07,1.94	100.00	N,N,3=7=0,B1,S@10.00,0.00	83.33	N,N,4=6=1,OK,S@9.17,1.83	100.00	N,N,4=5=0,OK,S@9.00,0.00	22.15
CPS1	HsaEX0017044	chr2:210519551-210519670	120	chr2:210477766,210519551-210519670+210519784,210556719	S	56.19	OK,OK,39=20=23,OK,S@46.08,35.92	72.73	VLOW,VLOW,10=6=3,OK,C1@13.82,5.18	45.95	VLOW,VLOW,12=5=10,B1,S@12.41,14.59	56.52	VLOW,VLOW,17=9=10,OK,S@20.35,15.65	78.85	OK,OK,51=31=11,OK,C1@73.33,19.67	76.74	LOW,LOW,21=12=5,OK,C1@29.16,8.84	83.33	VLOW,VLOW,14=6=2,B1,S@18.33,3.67	78.38	LOW,LOW,16=13=4,OK,C1@25.87,7.13	57.69	OK,OK,37=23=22,OK,C1@47.31,34.69	45.45	N,N,9=6=9,OK,S@10.91,13.09	54.84	VLOW,VLOW,12=5=7,B1,C1@13.16,10.84	70.00	LOW,LOW,16=12=6,OK,C1@23.80,10.20	22.66
DEF6	HsaEX0019069	chr6:35310570-35310644	75	chr6:35309810,35310459+35310484+35310525+35310570-35310644,35312214+35312302	S	100.00	VLOW,VLOW,15=5=0,B1,S@20.00,0.00	100.00	N,N,0=3=0,Bn,S@3.00,0.00	100.00	N,N,9=1=0,B2,S@10.00,0.00	100.00	N,N,6=1=0,B2,S@7.00,0.00	78.62	VLOW,VLOW,5=10=2,OK,S@13.37,3.63	100.00	N,N,0=3=0,Bn,S@3.00,0.00	100.00	N,N,3=2=0,OK,S@5.00,0.00	63.15	N,N,2=5=2,B1,S@5.68,3.32	100.00	N,N,11=2=0,B2,S@13.00,0.00	100.00	N,N,7=2=0,B1,S@9.00,0.00	100.00	N,N,3=0=0,Bn,S@3.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	-21.38
IFT88	HsaEX0031114	chr13:20644843-20644958	116	chr13:20643605,20644843-20644958,20653876	S	75.82	VLOW,VLOW,8=11=3,OK,C1@16.68,5.32	60.00	N,N,2=4=2,OK,C2@4.80,3.20	77.26	N,N,2=5=1,B1,C1@6.18,1.82	100.00	N,N,4=2=0,OK,S@6.00,0.00	100.00	VLOW,VLOW,14=10=0,OK,S@24.00,0.00	100.00	N,N,1=2=0,OK,S@3.00,0.00	100.00	N,N,6=6=0,OK,S@12.00,0.00	100.00	N,N,7=2=0,B1,S@9.00,0.00	100.00	N,N,6=9=0,OK,S@15.00,0.00	100.00	N,N,0=2=0,Bn,S@2.00,0.00	100.00	N,N,5=0=0,Bn,S@5.00,0.00	100.00	N,N,1=7=0,B2,S@8.00,0.00	24.18
IFT88	HsaEX0031113	chr13:20643455-20643605	151	chr13:20641398,20643455-20643605,20653876	C2	81.10	VLOW,VLOW,18=8=3,B1,C2@23.52,5.48	66.67	N,N,6=2=2,B1,C2@6.67,3.33	82.92	N,N,8=2=1,B1,C2@9.12,1.88	100.00	N,N,4=4=0,OK,C2@8.00,0.00	100.00	VLOW,VLOW,14=14=0,OK,C2@28.00,0.00	100.00	N,N,2=1=0,OK,C2@3.00,0.00	100.00	N,N,3=6=0,OK,C3@9.00,0.00	100.00	N,N,9=7=0,OK,C2@16.00,0.00	100.00	VLOW,VLOW,14=6=0,B1,C2@20.00,0.00	100.00	N,N,2=0=0,Bn,S@2.00,0.00	100.00	N,N,9=5=0,OK,C2@14.00,0.00	100.00	N,N,3=1=0,B1,C2@4.00,0.00	18.90
RNF19A	HsaEX0054000	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	60.75	OK,OK,20=18=14,OK,S@31.59,20.41	61.21	N,N,8=6=5,OK,S@11.63,7.37	68.24	N,N,9=3=3,B1,C1@10.24,4.76	55.01	N,N,3=9=6,B1,S@9.90,8.10	43.25	OK,OK,15=19=26,OK,S@25.95,34.05	49.28	VLOW,VLOW,11=11=13,OK,S@17.25,17.75	22.75	VLOW,VLOW,2=3=10,OK,C1@3.41,11.59	58.56	N,N,2=5=3,B1,C1@5.86,4.14	42.06	OK,OK,17=16=26,OK,S@24.82,34.18	31.48	VLOW,VLOW,4=4=10,OK,C1@5.67,12.33	36.91	N,N,3=4=7,OK,C1@5.17,8.83	53.09	VLOW,VLOW,10=8=9,OK,S@14.33,12.67	-17.50
MCF2L2	HsaEX0038232	chr3:183338800-183338919	120	chr3:183379297,183338800-183338919,183323351	C3	100.00	OK,OK,17=25=0,OK,C2@42.00,0.00	100.00	VLOW,VLOW,9=11=0,OK,C2@20.00,0.00	100.00	N,N,3=8=0,B1,C1@11.00,0.00	100.00	N,N,5=6=0,OK,C2@11.00,0.00	70.59	VLOW,VLOW,11=13=5,OK,C2@20.47,8.53	84.62	N,N,6=5=1,OK,C3@10.15,1.85	53.85	N,N,3=4=3,OK,C2@5.38,4.62	75.00	N,N,2=4=1,OK,C2@5.25,1.75	81.40	OK,OK,15=20=4,OK,C2@31.75,7.25	89.47	N,N,8=9=1,OK,C2@16.10,1.90	86.67	N,N,3=10=1,B1,C2@12.13,1.87	55.56	N,N,4=1=2,B1,C2@3.89,3.11	-29.41
PTPRN	HsaEX0051188	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	84.21	LOW,LOW,18=14=3,OK,S@29.47,5.53	77.78	N,N,5=2=1,B1,S@6.22,1.78	100.00	N,N,3=5=0,OK,S@8.00,0.00	80.95	VLOW,VLOW,10=7=2,OK,S@15.38,3.62	60.66	OK,OK,22=15=12,OK,S@29.72,19.28	55.56	N,N,6=4=4,OK,S@7.78,6.22	47.83	N,N,7=4=6,OK,S@8.13,8.87	80.00	N,N,9=7=2,OK,S@14.40,3.60	64.81	OK,OK,34=36=19,OK,S@57.68,31.32	76.47	VLOW,VLOW,8=18=4,B1,S@22.94,7.06	58.82	VLOW,VLOW,9=11=7,OK,S@15.88,11.12	60.00	VLOW,VLOW,17=7=8,B1,S@19.20,12.80	-23.55
ANKRD44	HsaEX0004497	chr2:197000419-197000502	84	chr2:197001753,197000419-197000502,196999052	S	100.00	VLOW,VLOW,9=10=0,OK,S@19.00,0.00	100.00	N,N,2=3=0,OK,S@5.00,0.00	100.00	N,N,3=4=0,OK,S@7.00,0.00	100.00	N,N,4=3=0,OK,S@7.00,0.00	84.00	VLOW,VLOW,14=7=2,OK,S@19.32,3.68	100.00	N,N,6=4=0,OK,S@10.00,0.00	75.00	N,N,4=2=1,OK,S@5.25,1.75	71.43	N,N,4=1=1,B1,S@4.29,1.71	92.00	VLOW,VLOW,11=12=1,OK,S@22.08,1.92	100.00	N,N,4=5=0,OK,S@9.00,0.00	100.00	N,N,2=3=0,OK,S@5.00,0.00	81.82	N,N,5=4=1,OK,S@8.18,1.82	-16.00
GSTO2	HsaEX6090354	chr10:104277894-104278018	125	chr10:104275334,104277894-104278018+104278116,104299128	C3	100.00	VLOW,VLOW,5=10=0,OK,C3@15.00,0.00	100.00	N,N,1=2=0,OK,C3@3.00,0.00	100.00	N,N,3=5=0,OK,C3@8.00,0.00	100.00	N,N,1=3=0,B1,C2@4.00,0.00	77.14	LOW,LOW,15=12=4,OK,C3@23.91,7.09	63.64	N,N,9=5=4,OK,C2@11.46,6.54	100.00	N,N,3=5=0,OK,C3@8.00,0.00	100.00	N,N,3=2=0,OK,C1@5.00,0.00	100.00	N,N,8=9=0,OK,C3@17.00,0.00	100.00	N,N,1=3=0,B1,C3@4.00,0.00	100.00	N,N,3=3=0,OK,C2@6.00,0.00	100.00	N,N,4=3=0,OK,C2@7.00,0.00	-22.86
