GENE	EVENT	AS_TYPE	dPSI_SRRM2_HepG2	direction_SRRM2_HepG2
FSD1L	HsaINT1013960	Intron	-19.93	DOWN
MALRD1	HsaINT1022430	Intron	-19.93	DOWN
SEMA6C	HsaINT0147495	Intron	-19.95	DOWN
CCDC28B	HsaEX0013191	Exon	-19.959999999999994	DOWN
MCEE	HsaINT0100633	Intron	-19.960000000000004	DOWN
STARD7-AS1	HsaEX0001065	Exon	-19.990000000000002	DOWN
ADAM11	HsaINT0003493	Intron	-19.990000000000002	DOWN
ZCWPW1	HsaEX0072403	Exon	-20	DOWN
SEM1	HsaEX1036431	Exon	-20	DOWN
TTC28-AS1	HsaEX1042331	Exon	-20	DOWN
DZANK1	HsaINT0022748	Intron	-20	DOWN
FBRSL1	HsaINT0062602	Intron	-20.029999999999998	DOWN
COL27A1	HsaINT0038717	Intron	-20.060000000000002	DOWN
FTCD	HsaINT1013982	Intron	-20.060000000000002	DOWN
ST5	HsaEX0062015	Exon	-20.07	DOWN
INPP5E	HsaINT0080998	Intron	-20.07	DOWN
TSPEAR-AS1	HsaINT1045472	Intron	-20.070000000000004	DOWN
RHPN1	HsaINT0140583	Intron	-20.070000000000007	DOWN
PLCXD1	HsaINT1027305	Intron	-20.08	DOWN
ARMCX3	HsaALTA0000657-1/2	Alt. Acceptor	-20.110000000000007	DOWN
TTC12	HsaEX0067751	Exon	-20.120000000000005	DOWN
N4BP2	HsaEX0041426	Exon	-20.14	DOWN
SPATS2L	HsaINT0157566	Intron	-20.14	DOWN
ZNF133	HsaINT0186195	Intron	-20.14	DOWN
FAM92A	HsaEX0024691	Exon	-20.16	DOWN
C10orf82	HsaINT0019657	Intron	-20.18	DOWN
DHRS1	HsaINT0047508	Intron	-20.18	DOWN
CHKB	HsaINT0034923	Intron	-20.209999999999994	DOWN
ZNF519	HsaEX0073850	Exon	-20.210000000000008	DOWN
TRAPPC2L	HsaEX0066929	Exon	-20.22	DOWN
ZNF286B	HsaINT1047362	Intron	-20.220000000000006	DOWN
LINC01909	HsaEX1021529	Exon	-20.229999999999997	DOWN
ZNF512B	HsaINT0187469	Intron	-20.239999999999995	DOWN
SPATA24	HsaINT0157476	Intron	-20.259999999999998	DOWN
LZTR1	HsaINT0098063	Intron	-20.32	DOWN
FAM217B	HsaEX1014020	Exon	-20.35	DOWN
ZNF69	HsaINT0188132	Intron	-20.35	DOWN
SERPINA1	HsaALTD1042098-1/2	Alt. Donor	-20.360000000000007	DOWN
POMT2	HsaINT0129592	Intron	-20.37	DOWN
ITGA10	HsaINT1016835	Intron	-20.38	DOWN
IVNS1ABP	HsaINT0083459	Intron	-20.39	DOWN
IRF9	HsaINT0082091	Intron	-20.409999999999997	DOWN
USE1	HsaINT0178340	Intron	-20.409999999999997	DOWN
ADORA2A	HsaEX0002845	Exon	-20.42	DOWN
TERT	HsaINT0165806	Intron	-20.450000000000003	DOWN
ZNF75D	HsaINT1047667	Intron	-20.450000000000003	DOWN
ZNF276	HsaINT0186683	Intron	-20.459999999999997	DOWN
IRF5	HsaINT0082051	Intron	-20.47	DOWN
QRICH2	HsaINT0135778	Intron	-20.48	DOWN
PDXDC2P	HsaINT1026596	Intron	-20.490000000000002	DOWN
MEN1	HsaINT1022805	Intron	-20.50999999999999	DOWN
HSF4	HsaEX0030595	Exon	-20.510000000000005	DOWN
ALPK2	HsaEX0003808	Exon	-20.549999999999997	DOWN
RP11-204M4.4	HsaALTA1063293-1/2	Alt. Acceptor	-20.560000000000002	DOWN
HDAC10	HsaINT0074555	Intron	-20.560000000000002	DOWN
SLC44A4	HsaINT1042082	Intron	-20.609999999999992	DOWN
AC002116.7	HsaINT1000329	Intron	-20.619999999999997	DOWN
TRMT2B	HsaINT1045279	Intron	-20.650000000000002	DOWN
LINC00630	HsaEX0035946	Exon	-20.659999999999997	DOWN
ZBTB44	HsaEX0072169	Exon	-20.659999999999997	DOWN
ECHDC2	HsaALTA1020686-2/2	Alt. Acceptor	-20.66	DOWN
ENTPD1-AS1	HsaEX1013152	Exon	-20.67	DOWN
DLG4	HsaINT0048571	Intron	-20.67	DOWN
FOXJ1	HsaINT0065584	Intron	-20.68	DOWN
CCDC14	HsaEX0013043	Exon	-20.72	DOWN
CDHR3	HsaINT1007037	Intron	-20.72	DOWN
HMGB1	HsaINT1015716	Intron	-20.729999999999997	DOWN
PILRB	HsaINT0125261	Intron	-20.739999999999995	DOWN
SFI1	HsaINT0148621	Intron	-20.740000000000002	DOWN
RP11-258F22.1	HsaINT1032283	Intron	-20.740000000000002	DOWN
ATXN2L	HsaALTD1034493-2/2	Alt. Donor	-20.769999999999996	DOWN
CDKL1	HsaEX0014372	Exon	-20.78	DOWN
TBCK	HsaINT0164502	Intron	-20.79	DOWN
CHKB	HsaINT0034924	Intron	-20.86	DOWN
FKBP2	HsaINT0064336	Intron	-20.869999999999997	DOWN
MPND	HsaINT0104683	Intron	-20.889999999999997	DOWN
CCDC120	HsaINT0028873	Intron	-20.89	DOWN
C4orf36	HsaEX1006443	Exon	-20.909999999999997	DOWN
ZNF891	HsaINT1047714	Intron	-20.93	DOWN
MROH6	HsaINT0025215	Intron	-20.94	DOWN
RP11-521B24.3	HsaINT1035824	Intron	-20.949999999999996	DOWN
NKTR	HsaINT0113812	Intron	-20.950000000000003	DOWN
ZBTB49	HsaEX0072190	Exon	-20.960000000000008	DOWN
ARGLU1	HsaINT0011220	Intron	-20.970000000000002	DOWN
FAM102A	HsaINT1012967	Intron	-20.98	DOWN
BCAS4	HsaINT1005095	Intron	-21.020000000000003	DOWN
KLC1	HsaINT0088424	Intron	-21.04	DOWN
PIF1	HsaINT0124709	Intron	-21.049999999999997	DOWN
METAP1D	HsaINT0102102	Intron	-21.08	DOWN
NFKBID	HsaINT0113160	Intron	-21.08	DOWN
DEF8	HsaINT0046596	Intron	-21.080000000000005	DOWN
HSH2D	HsaALTA1053425-6/6	Alt. Acceptor	-21.089999999999996	DOWN
OSBPL7	HsaALTA1000521-2/2	Alt. Acceptor	-21.15	DOWN
PRR14	HsaINT0132810	Intron	-21.15	DOWN
CCDC14	HsaINT0029045	Intron	-21.150000000000002	DOWN
MICALL2	HsaINT0102927	Intron	-21.18	DOWN
KIF5A	HsaINT0088106	Intron	-21.19	DOWN
ZRANB2	HsaINT1047769	Intron	-21.2	DOWN
EP400NL	HsaEX1045902	Exon	-21.209999999999994	DOWN
PLXNA3	HsaINT0127985	Intron	-21.22	DOWN
RAB15	HsaINT0135979	Intron	-21.22	DOWN
SRSF6	HsaINT0159283	Intron	-21.259999999999998	DOWN
C18orf32	HsaALTD1050488-1/2	Alt. Donor	-21.29	DOWN
PRRG2	HsaINT0132885	Intron	-21.33	DOWN
IFT122	HsaINT0079050	Intron	-21.330000000000002	DOWN
KIF3A	HsaEX0034593	Exon	-21.340000000000003	DOWN
NBEAL2	HsaINT0110434	Intron	-21.36	DOWN
LINC01979	HsaINT1021229	Intron	-21.400000000000002	DOWN
ZCCHC4	HsaEX1044505	Exon	-21.43	DOWN
PGAM1	HsaALTD1035632-3/3	Alt. Donor	-21.430000000000007	DOWN
ATP1A1-AS1	HsaINT1004816	Intron	-21.47	DOWN
CCNT2	HsaINT0030531	Intron	-21.509999999999998	DOWN
GPI	HsaINT0071143	Intron	-21.510000000000005	DOWN
GS1-124K5.4	HsaINT1014932	Intron	-21.510000000000005	DOWN
ZNF398	HsaINT0187122	Intron	-21.539999999999992	DOWN
USF3	HsaEX0034340	Exon	-21.549999999999997	DOWN
EIF4B	HsaALTD0002176-2/2	Alt. Donor	-21.589999999999996	DOWN
CALCOCO1	HsaINT1006252	Intron	-21.609999999999996	DOWN
LINC00355	HsaEX0054971	Exon	-21.68	DOWN
KIF9-AS1	HsaINT0064619	Intron	-21.68	DOWN
TAPBPL	HsaINT0163713	Intron	-21.7	DOWN
TSNARE1	HsaINT0173694	Intron	-21.730000000000004	DOWN
TRMT2B	HsaALTD0006809-3/3	Alt. Donor	-21.789999999999992	DOWN
UNC5CL	HsaINT0177894	Intron	-21.790000000000003	DOWN
SFXN3	HsaINT0148822	Intron	-21.88	DOWN
RPL36A	HsaINT0142695	Intron	-21.89	DOWN
KLHL17	HsaINT0088644	Intron	-21.9	DOWN
CDCA7	HsaINT0031865	Intron	-21.900000000000002	DOWN
ERICH1	HsaEX0023081	Exon	-21.92	DOWN
SLC28A1	HsaINT0152164	Intron	-21.92	DOWN
ZNF546	HsaINT0187603	Intron	-21.92	DOWN
TCEA2	HsaEX0064110	Exon	-21.93	DOWN
ABCC3	HsaINT0001253	Intron	-21.960000000000004	DOWN
ZBTB44	HsaEX0072174	Exon	-21.960000000000008	DOWN
TONSL	HsaINT0113190	Intron	-21.97	DOWN
ZNF30	HsaINT0186803	Intron	-21.97	DOWN
CASKIN1	HsaINT0027964	Intron	-21.979999999999997	DOWN
CAMKK1	HsaINT0027108	Intron	-22.009999999999998	DOWN
CFAP74	HsaEX6027810	Exon	-22.010000000000005	DOWN
SCARF2	HsaINT0145474	Intron	-22.020000000000003	DOWN
MIPOL1	HsaEX0039338	Exon	-22.05	DOWN
TMCC1-AS1	HsaINT1044405	Intron	-22.050000000000004	DOWN
PAXBP1	HsaINT1026230	Intron	-22.090000000000003	DOWN
CELSR2	HsaINT0033222	Intron	-22.110000000000003	DOWN
TNFRSF25	HsaINT0170073	Intron	-22.139999999999997	DOWN
ZNF41	HsaINT0187141	Intron	-22.150000000000002	DOWN
SLC16A5	HsaALTA1045214-3/4	Alt. Acceptor	-22.19	DOWN
ZNF90	HsaEX1045580	Exon	-22.22	DOWN
TROVE2	HsaEX0067353	Exon	-22.230000000000004	DOWN
RP11-580I16.2	HsaEX1034224	Exon	-22.230000000000004	DOWN
SLC26A10	HsaINT0151927	Intron	-22.230000000000004	DOWN
ZNF761	HsaINT0188311	Intron	-22.239999999999995	DOWN
LINC01473	HsaEX0001446	Exon	-22.25	DOWN
ELMO3	HsaINT0055635	Intron	-22.25	DOWN
PRPF40B	HsaINT0132651	Intron	-22.259999999999998	DOWN
YBX3	HsaEX0017421	Exon	-22.269999999999996	DOWN
AC016735.1	HsaINT1001487	Intron	-22.319999999999993	DOWN
MXRA7	HsaEX7108274	Exon	-22.33	DOWN
ABCB8	HsaINT0001057	Intron	-22.339999999999996	DOWN
CNTROB	HsaINT0037674	Intron	-22.369999999999997	DOWN
SNHG6	HsaINT0155949	Intron	-22.369999999999997	DOWN
RIPPLY3	HsaINT0052398	Intron	-22.380000000000003	DOWN
ZNF789	HsaINT0188405	Intron	-22.44	DOWN
ECHDC2	HsaINT0053795	Intron	-22.45	DOWN
RP11-656D10.3	HsaINT1037141	Intron	-22.54	DOWN
GARNL3	HsaINT0067752	Intron	-22.550000000000004	DOWN
DUSP22	HsaINT0052944	Intron	-22.560000000000002	DOWN
C21orf58	HsaINT0023122	Intron	-22.59	DOWN
CARD8	HsaINT0027749	Intron	-22.6	DOWN
MYO7A	HsaINT0108915	Intron	-22.61	DOWN
HAGH	HsaALTA1004092-3/4	Alt. Acceptor	-22.610000000000003	DOWN
MFSD8	HsaINT0102461	Intron	-22.629999999999995	DOWN
C19orf54	HsaEX0010005	Exon	-22.65	DOWN
HAGH	HsaALTD1002941-2/3	Alt. Donor	-22.669999999999998	DOWN
ADCY7	HsaINT0004698	Intron	-22.71	DOWN
MROH6	HsaINT0025205	Intron	-22.710000000000004	DOWN
KCP	HsaEX0033142	Exon	-22.78	DOWN
CTD-2368P22.1	HsaINT0092749	Intron	-22.790000000000006	DOWN
IST1	HsaALTA0004511-1/2	Alt. Acceptor	-22.800000000000004	DOWN
ZDHHC16	HsaINT0185165	Intron	-22.810000000000002	DOWN
ZNF283	HsaEX0073351	Exon	-22.86	DOWN
RTKN	HsaINT0143800	Intron	-22.86	DOWN
SLC25A35	HsaINT1041873	Intron	-22.86	DOWN
C5orf34	HsaINT0024293	Intron	-22.87	DOWN
BRWD1	HsaEX6006175	Exon	-22.880000000000003	DOWN
PRELID3A	HsaINT0154622	Intron	-22.880000000000003	DOWN
ITIH1	HsaEX0032501	Exon	-22.89	DOWN
MYL5	HsaALTA1057099-2/2	Alt. Acceptor	-22.939999999999998	DOWN
JSRP1	HsaINT0083879	Intron	-22.940000000000005	DOWN
GDPD3	HsaINT0068535	Intron	-22.95	DOWN
CYP2D6	HsaINT1010482	Intron	-23	DOWN
FANCM	HsaEX0024852	Exon	-23.049999999999997	DOWN
CYP4F12	HsaINT0044466	Intron	-23.060000000000002	DOWN
OSGEPL1-AS1	HsaINT1025720	Intron	-23.069999999999993	DOWN
ALG13	HsaEX0003682	Exon	-23.08	DOWN
PTPDC1	HsaEX0050920	Exon	-23.08	DOWN
ABHD6	HsaEX0000634	Exon	-23.089999999999996	DOWN
CYP4V2	HsaINT0044541	Intron	-23.159999999999997	DOWN
GEMIN8	HsaINT1014313	Intron	-23.16	DOWN
RP11-580I16.2	HsaINT1036597	Intron	-23.21	DOWN
FBXO9	HsaINT0063000	Intron	-23.25	DOWN
FAM8A1	HsaALTA1028588-1/2	Alt. Acceptor	-23.26	DOWN
GPT	HsaINT0071952	Intron	-23.28	DOWN
FAM161A	HsaINT0060165	Intron	-23.29	DOWN
POLI	HsaINT0129054	Intron	-23.32	DOWN
ZNF134	HsaEX0073034	Exon	-23.339999999999996	DOWN
PPP6R2	HsaINT0131124	Intron	-23.340000000000003	DOWN
FAM217B	HsaEX0010455	Exon	-23.370000000000005	DOWN
RAD52	HsaINT0136677	Intron	-23.380000000000003	DOWN
SLC35G2	HsaALTD0006634-3/3	Alt. Donor	-23.42	DOWN
CLK2	HsaINT0036438	Intron	-23.46	DOWN
RNF207	HsaINT0141568	Intron	-23.490000000000002	DOWN
NLRC5	HsaINT0113961	Intron	-23.52	DOWN
GPR19	HsaEX1016021	Exon	-23.53	DOWN
VPS9D1	HsaINT1046425	Intron	-23.540000000000006	DOWN
AMDHD2	HsaINT1003540	Intron	-23.569999999999997	DOWN
MAP2K7	HsaINT0099014	Intron	-23.57	DOWN
PCGF2	HsaINT0121197	Intron	-23.570000000000007	DOWN
PYCR1	HsaALTD1039225-4/4	Alt. Donor	-23.58	DOWN
PFN1	HsaEX1027773	Exon	-23.6	DOWN
ZNF483	HsaINT0187377	Intron	-23.6	DOWN
TRIM39	HsaINT1045208	Intron	-23.60000000000001	DOWN
CATSPER2	HsaINT1006429	Intron	-23.64	DOWN
DLGAP4-AS1	HsaEX0055384	Exon	-23.67	DOWN
CD27-AS1	HsaINT1006846	Intron	-23.679999999999993	DOWN
STARD9	HsaINT0160400	Intron	-23.71	DOWN
SLC19A1	HsaALTD1036624-5/5	Alt. Donor	-23.720000000000002	DOWN
KREMEN2	HsaINT0089280	Intron	-23.720000000000002	DOWN
TOP3B	HsaINT1044896	Intron	-23.78	DOWN
ZNF133	HsaINT0186194	Intron	-23.79	DOWN
CTD-2571L23.8	HsaALTD1049308-2/2	Alt. Donor	-23.839999999999996	DOWN
NDUFAF6	HsaEX7005144	Exon	-23.870000000000005	DOWN
ANKRD13D	HsaINT0008464	Intron	-23.89	DOWN
PLXNA3	HsaINT0127981	Intron	-23.910000000000004	DOWN
CFAP69	HsaEX0011492	Exon	-23.93	DOWN
LCTL	HsaEX0035545	Exon	-23.930000000000007	DOWN
FDPS	HsaALTD0002539-3/3	Alt. Donor	-23.949999999999996	DOWN
LSM12	HsaALTD1030561-1/2	Alt. Donor	-23.96	DOWN
PRSS27	HsaEX0050481	Exon	-23.990000000000002	DOWN
HHAT	HsaEX0029911	Exon	-24	DOWN
PANK1	HsaINT0119997	Intron	-24	DOWN
SEC14L6	HsaEX1036334	Exon	-24.040000000000003	DOWN
KRT8	HsaALTD1035297-2/4	Alt. Donor	-24.09	DOWN
SP140L	HsaEX0061115	Exon	-24.11999999999999	DOWN
CDKN2B	HsaINT1007087	Intron	-24.119999999999997	DOWN
ARL6	HsaINT0012431	Intron	-24.14	DOWN
KIF5A	HsaINT0088108	Intron	-24.14	DOWN
SGK494	HsaINT0148992	Intron	-24.150000000000006	DOWN
ZNF43	HsaEX0073648	Exon	-24.159999999999997	DOWN
CCDC93	HsaINT0030190	Intron	-24.169999999999998	DOWN
NA	HsaEX0062210	Exon	-24.17	DOWN
SMUG1	HsaALTD0006091-1/2	Alt. Donor	-24.180000000000007	DOWN
SRGAP1	HsaEX0061697	Exon	-24.180000000000007	DOWN
ACYP1	HsaINT1002725	Intron	-24.199999999999996	DOWN
ZNF780A	HsaINT0188371	Intron	-24.210000000000008	DOWN
ZNF721	HsaEX0074267	Exon	-24.23	DOWN
NDUFAF6	HsaEX0011523	Exon	-24.249999999999996	DOWN
MROH6	HsaINT0025212	Intron	-24.279999999999998	DOWN
PRKCA	HsaINT0131919	Intron	-24.319999999999993	DOWN
RPS5	HsaINT1040572	Intron	-24.319999999999993	DOWN
NSUN6	HsaEX7006499	Exon	-24.32	DOWN
AC104667.3	HsaINT1002297	Intron	-24.32	DOWN
FBXO44	HsaEX0025339	Exon	-24.33	DOWN
FBRSL1	HsaINT0062589	Intron	-24.369999999999997	DOWN
SSR2	HsaALTD1031372-2/4	Alt. Donor	-24.41	DOWN
NA	HsaEX0025186	Exon	-24.43	DOWN
AP1G1	HsaEX0004881	Exon	-24.439999999999998	DOWN
GSTO1	HsaALTD0002914-1/2	Alt. Donor	-24.45	DOWN
EWSR1	HsaINT1012832	Intron	-24.45	DOWN
XRRA1	HsaINT0184012	Intron	-24.47	DOWN
PPP2R5B	HsaINT0130905	Intron	-24.49	DOWN
MYO7A	HsaINT0108914	Intron	-24.509999999999998	DOWN
ZNF133	HsaINT0186196	Intron	-24.590000000000003	DOWN
RHBDL1	HsaINT0140385	Intron	-24.610000000000003	DOWN
CH507-254M2.3	HsaINT1007571	Intron	-24.629999999999995	DOWN
ATG16L2	HsaEX0006575	Exon	-24.64	DOWN
SH2D5	HsaEX0057933	Exon	-24.65	DOWN
EEF1D	HsaEX0021625	Exon	-24.650000000000006	DOWN
LINC00174	HsaEX0028794	Exon	-24.679999999999993	DOWN
LRRC45	HsaINT0096914	Intron	-24.75	DOWN
SRPX2	HsaINT0159134	Intron	-24.77	DOWN
CDC7	HsaINT0031809	Intron	-24.810000000000002	DOWN
SLC25A48	HsaEX0059153	Exon	-24.83	DOWN
SCRIB	HsaALTA1049514-1/2	Alt. Acceptor	-24.85	DOWN
HIST1H2BD	HsaINT0076308	Intron	-24.86	DOWN
MTERF1	HsaEX1024421	Exon	-24.880000000000003	DOWN
POLR2E	HsaALTA0006524-2/4	Alt. Acceptor	-24.89	DOWN
SLC22A18	HsaALTA1015776-2/2	Alt. Acceptor	-24.89999999999999	DOWN
MRPL33	HsaEX1024239	Exon	-24.9	DOWN
NOXA1	HsaINT0115003	Intron	-24.9	DOWN
HSD11B1L	HsaINT0077619	Intron	-24.909999999999997	DOWN
RDH5	HsaINT0139028	Intron	-24.939999999999998	DOWN
SFT2D1	HsaINT0148748	Intron	-25	DOWN
TMEM144	HsaINT0168498	Intron	-25.02	DOWN
HUNK	HsaEX0030710	Exon	-25.060000000000002	DOWN
STOX1	HsaEX1039382	Exon	-25.070000000000007	DOWN
CHID1	HsaEX1008705	Exon	-25.129999999999995	DOWN
RP11-798K3.2	HsaALTA1061427-2/2	Alt. Acceptor	-25.160000000000004	DOWN
RP11-977G19.11	HsaEX1035058	Exon	-25.169999999999995	DOWN
RABGGTA	HsaINT0136444	Intron	-25.29	DOWN
MBNL1	HsaEX0038114	Exon	-25.310000000000002	DOWN
SLC38A11	HsaEX0059537	Exon	-25.32	DOWN
PCBP1-AS1	HsaINT0094447	Intron	-25.32	DOWN
CTC-499B15.5	HsaEX1010200	Exon	-25.339999999999996	DOWN
MPPE1	HsaEX0040009	Exon	-25.410000000000004	DOWN
ZNF445	HsaINT0187281	Intron	-25.42	DOWN
XRRA1	HsaINT0184011	Intron	-25.429999999999996	DOWN
GLYCTK	HsaINT0069829	Intron	-25.430000000000007	DOWN
NDUFA11	HsaINT0111874	Intron	-25.450000000000003	DOWN
ZC3H12A	HsaALTA0009624-1/2	Alt. Acceptor	-25.46	DOWN
SGK494	HsaINT0148998	Intron	-25.47	DOWN
CEP44	HsaEX0034237	Exon	-25.480000000000004	DOWN
CLK2	HsaINT0036437	Intron	-25.49	DOWN
ITGA10	HsaINT1016839	Intron	-25.54	DOWN
PCSK4	HsaINT0121565	Intron	-25.549999999999997	DOWN
PRPF40B	HsaINT0132662	Intron	-25.58	DOWN
ZNF789	HsaINT1047676	Intron	-25.659999999999997	DOWN
OSBPL3	HsaALTD0004505-1/2	Alt. Donor	-25.71	DOWN
SNX22	HsaINT0156355	Intron	-25.759999999999998	DOWN
LINS1	HsaINT0092142	Intron	-25.799999999999997	DOWN
S100A6	HsaINT0144558	Intron	-25.83	DOWN
DRD4	HsaINT0052176	Intron	-25.830000000000005	DOWN
MYO9B	HsaALTD0004139-1/3	Alt. Donor	-25.85	DOWN
CENPJ	HsaINT0033395	Intron	-25.860000000000003	DOWN
MROH2A	HsaEX6019292	Exon	-25.86999999999999	DOWN
MYO9B	HsaALTA0005513-2/2	Alt. Acceptor	-25.870000000000005	DOWN
CSGALNACT2	HsaEX0017479	Exon	-25.870000000000005	DOWN
RP11-588H23.3	HsaEX7007276	Exon	-25.959999999999994	DOWN
PRAF2	HsaINT0131246	Intron	-25.96	DOWN
RP11-705C15.5	HsaALTD1049548-3/3	Alt. Donor	-26	DOWN
FCF1	HsaEX0025397	Exon	-26.000000000000007	DOWN
ATP2C1	HsaALTA0000799-3/3	Alt. Acceptor	-26.019999999999996	DOWN
KIF5A	HsaINT0088107	Intron	-26.05	DOWN
MICALL2	HsaINT0102933	Intron	-26.209999999999997	DOWN
BAIAP3	HsaINT0016559	Intron	-26.240000000000002	DOWN
WHRN	HsaINT0047093	Intron	-26.28	DOWN
CHKB	HsaINT0034921	Intron	-26.28000000000001	DOWN
GLIS2-AS1	HsaINT1014472	Intron	-26.29	DOWN
INPP5E	HsaINT0080999	Intron	-26.369999999999997	DOWN
LINC01021	HsaINT1019288	Intron	-26.380000000000003	DOWN
KLHL22	HsaINT0088690	Intron	-26.39	DOWN
MARCH9	HsaINT0099929	Intron	-26.39	DOWN
ASMTL	HsaINT1004644	Intron	-26.430000000000007	DOWN
SLC26A10	HsaINT0151932	Intron	-26.459999999999997	DOWN
NLRC5	HsaINT0113947	Intron	-26.47	DOWN
WBSCR27	HsaEX0070883	Exon	-26.489999999999995	DOWN
MTSS1L	HsaALTA1025494-2/3	Alt. Acceptor	-26.510000000000005	DOWN
CALML4	HsaINT0026928	Intron	-26.55	DOWN
ZNRF1	HsaEX0074501	Exon	-26.560000000000002	DOWN
PFKL	HsaEX0046741	Exon	-26.57	DOWN
TMEM59L	HsaINT1044578	Intron	-26.67	DOWN
CAMK2G	HsaINT1006274	Intron	-26.7	DOWN
CAPN12	HsaINT0027390	Intron	-26.730000000000004	DOWN
CSAD	HsaINT0041901	Intron	-26.75	DOWN
LINC01012	HsaALTD1049913-1/2	Alt. Donor	-26.770000000000003	DOWN
AC012123.1	HsaINT1001323	Intron	-26.819999999999993	DOWN
ST6GAL1	HsaINT0159832	Intron	-26.910000000000004	DOWN
DLGAP4-AS1	HsaINT1011193	Intron	-26.92	DOWN
C17orf75	HsaALTD1011399-2/2	Alt. Donor	-26.95	DOWN
CENPJ	HsaINT0033394	Intron	-26.959999999999997	DOWN
RP11-443B7.1	HsaINT1034871	Intron	-26.990000000000002	DOWN
RHPN1	HsaINT0140584	Intron	-27.07	DOWN
SLC26A10	HsaINT0151925	Intron	-27.07	DOWN
ZNF75D	HsaEX0074304	Exon	-27.11999999999999	DOWN
LINC01146	HsaINT1019498	Intron	-27.21	DOWN
ZCWPW1	HsaEX0072400	Exon	-27.269999999999996	DOWN
ABCD3	HsaEX0000534	Exon	-27.319999999999993	DOWN
RHPN1	HsaINT0140591	Intron	-27.369999999999997	DOWN
GAR1	HsaINT0067744	Intron	-27.370000000000005	DOWN
LINC00907	HsaEX1020323	Exon	-27.380000000000003	DOWN
WDPCP	HsaEX0010809	Exon	-27.450000000000003	DOWN
HSP90AB1	HsaALTD1007085-6/6	Alt. Donor	-27.500000000000004	DOWN
RP11-486O12.2	HsaINT1035443	Intron	-27.560000000000002	DOWN
RP11-98I9.4	HsaINT1039077	Intron	-27.58	DOWN
NUP50	HsaEX1026425	Exon	-27.639999999999997	DOWN
PITPNM2	HsaINT0125510	Intron	-27.69	DOWN
CCDC14	HsaINT0029044	Intron	-27.710000000000004	DOWN
ZBTB49	HsaINT0184681	Intron	-27.72	DOWN
GRB14	HsaINT0072147	Intron	-27.77	DOWN
FOXH1	HsaEX0026211	Exon	-27.8	DOWN
CFAP69	HsaEX0011495	Exon	-27.809999999999995	DOWN
GBA	HsaEX1015304	Exon	-27.82	DOWN
LINS1	HsaEX0035907	Exon	-27.870000000000005	DOWN
METTL21B	HsaINT0059645	Intron	-27.880000000000003	DOWN
JRKL	HsaINT1016962	Intron	-27.9	DOWN
ENO2	HsaINT0056275	Intron	-27.959999999999994	DOWN
FTCD	HsaINT0066452	Intron	-27.970000000000002	DOWN
DICER1-AS1	HsaINT0064739	Intron	-28	DOWN
FAM229A	HsaINT0092723	Intron	-28.099999999999994	DOWN
IDH3G	HsaINT0078805	Intron	-28.21999999999999	DOWN
FAM133B	HsaEX0023959	Exon	-28.220000000000006	DOWN
DND1	HsaINT0050569	Intron	-28.32	DOWN
IVNS1ABP	HsaEX0032642	Exon	-28.339999999999996	DOWN
ITGA10	HsaINT1016817	Intron	-28.35	DOWN
F12	HsaINT0059131	Intron	-28.5	DOWN
CDK11A	HsaINT0032386	Intron	-28.54	DOWN
CARF	HsaEX0003894	Exon	-28.569999999999993	DOWN
GIGYF1	HsaALTA1033826-2/3	Alt. Acceptor	-28.619999999999997	DOWN
GNL3	HsaALTD0002814-1/6	Alt. Donor	-28.630000000000003	DOWN
FAM162A	HsaEX0024112	Exon	-28.63000000000001	DOWN
MRI1	HsaINT0105008	Intron	-28.85	DOWN
CTC-241N9.1	HsaINT1008966	Intron	-28.900000000000002	DOWN
FAM35A	HsaEX1045920	Exon	-29.009999999999998	DOWN
LENG8-AS1	HsaINT1018152	Intron	-29.010000000000005	DOWN
STXBP5	HsaEX6049856	Exon	-29.060000000000002	DOWN
CENPE	HsaEX0014579	Exon	-29.08	DOWN
CATSPER2	HsaINT1006428	Intron	-29.090000000000003	DOWN
UNC5CL	HsaINT0177896	Intron	-29.159999999999997	DOWN
PCSK4	HsaEX0046036	Exon	-29.17	DOWN
AC016735.1	HsaEX1001981	Exon	-29.21	DOWN
TRMT61B	HsaALTA1045634-1/2	Alt. Acceptor	-29.310000000000002	DOWN
RP11-72M17.1	HsaINT1037770	Intron	-29.400000000000006	DOWN
ELAC1	HsaALTA1064087-1/2	Alt. Acceptor	-29.429999999999996	DOWN
FAM27C	HsaINT1013185	Intron	-29.51	DOWN
FAM161A	HsaEX0024108	Exon	-29.52	DOWN
SDSL	HsaINT1041138	Intron	-29.570000000000004	DOWN
TTC3	HsaEX0067911	Exon	-29.58	DOWN
IDH3G	HsaINT0078810	Intron	-29.590000000000003	DOWN
IST1	HsaALTD1038931-2/3	Alt. Donor	-29.61	DOWN
LAT	HsaINT0090865	Intron	-29.61	DOWN
HOTAIRM1	HsaINT1015828	Intron	-29.659999999999997	DOWN
HCN3	HsaINT0074495	Intron	-29.690000000000005	DOWN
SLC26A10	HsaINT0151930	Intron	-29.95	DOWN
RHPN1	HsaINT0140594	Intron	-30.080000000000002	DOWN
KANSL1L	HsaINT0023558	Intron	-30.089999999999996	DOWN
RAD52	HsaINT0136686	Intron	-30.199999999999996	DOWN
SLC44A3	HsaEX0059729	Exon	-30.230000000000004	DOWN
RGL3	HsaINT0139883	Intron	-30.25	DOWN
